Year,Gebietseinheit,Geschlecht,Aufenthalstitel,Aufenthaltsstatus,Geocode,Value
2018,Wesermarsch,insgesamt,Aufenthaltstitel erforderlich,zeitlich unbefristet,K03461,1490
2018,Wittmund,männlich,Aufenthaltstitel erforderlich,zeitlich unbefristet,K03462,160
2018,Wittmund,weiblich,Aufenthaltstitel erforderlich,zeitlich unbefristet,K03462,165
2018,Wittmund,insgesamt,Aufenthaltstitel erforderlich,zeitlich unbefristet,K03462,320
2018,Statistische Region Weser-Ems,männlich,Aufenthaltstitel erforderlich,zeitlich unbefristet,K034,18615
2018,Statistische Region Weser-Ems,weiblich,Aufenthaltstitel erforderlich,zeitlich unbefristet,K034,19320
2018,Statistische Region Weser-Ems,insgesamt,Aufenthaltstitel erforderlich,zeitlich unbefristet,K034,37940
2018,Niedersachsen,männlich,Aufenthaltstitel erforderlich,zeitlich unbefristet,K030,78820
2018,Niedersachsen,weiblich,Aufenthaltstitel erforderlich,zeitlich unbefristet,K030,83330
2018,Niedersachsen,insgesamt,Aufenthaltstitel erforderlich,zeitlich unbefristet,K030,162150
2017,Braunschweig  Stadt,männlich,Aufenthaltstitel erforderlich,zeitlich unbefristet,K03101,3860
2017,Braunschweig  Stadt,weiblich,Aufenthaltstitel erforderlich,zeitlich unbefristet,K03101,3945
2017,Braunschweig  Stadt,insgesamt,Aufenthaltstitel erforderlich,zeitlich unbefristet,K03101,7805
2017,Salzgitter  Stadt,männlich,Aufenthaltstitel erforderlich,zeitlich unbefristet,K03102,2765
2017,Salzgitter  Stadt,weiblich,Aufenthaltstitel erforderlich,zeitlich unbefristet,K03102,2825
2017,Salzgitter  Stadt,insgesamt,Aufenthaltstitel erforderlich,zeitlich unbefristet,K03102,5590
2017,Wolfsburg  Stadt,männlich,Aufenthaltstitel erforderlich,zeitlich unbefristet,K03103,1205
2017,Wolfsburg  Stadt,weiblich,Aufenthaltstitel erforderlich,zeitlich unbefristet,K03103,1400
2017,Wolfsburg  Stadt,insgesamt,Aufenthaltstitel erforderlich,zeitlich unbefristet,K03103,2605
2017,Gifhorn,männlich,Aufenthaltstitel erforderlich,zeitlich unbefristet,K03151,1210
2017,Gifhorn,weiblich,Aufenthaltstitel erforderlich,zeitlich unbefristet,K03151,1320
2017,Gifhorn,insgesamt,Aufenthaltstitel erforderlich,zeitlich unbefristet,K03151,2530
2017,Goslar,männlich,Aufenthaltstitel erforderlich,zeitlich unbefristet,K03153,1190
2017,Goslar,weiblich,Aufenthaltstitel erforderlich,zeitlich unbefristet,K03153,1230
2017,Goslar,insgesamt,Aufenthaltstitel erforderlich,zeitlich unbefristet,K03153,2420
2017,Helmstedt,männlich,Aufenthaltstitel erforderlich,zeitlich unbefristet,K03154,680
2017,Helmstedt,weiblich,Aufenthaltstitel erforderlich,zeitlich unbefristet,K03154,670
2017,Helmstedt,insgesamt,Aufenthaltstitel erforderlich,zeitlich unbefristet,K03154,1345
2017,Northeim,männlich,Aufenthaltstitel erforderlich,zeitlich unbefristet,K03155,740
2017,Northeim,weiblich,Aufenthaltstitel erforderlich,zeitlich unbefristet,K03155,840
2017,Northeim,insgesamt,Aufenthaltstitel erforderlich,zeitlich unbefristet,K03155,1580
2017,Peine,männlich,Aufenthaltstitel erforderlich,zeitlich unbefristet,K03157,1420
2017,Peine,weiblich,Aufenthaltstitel erforderlich,zeitlich unbefristet,K03157,1400
2017,Peine,insgesamt,Aufenthaltstitel erforderlich,zeitlich unbefristet,K03157,2815
2017,Wolfenbüttel,männlich,Aufenthaltstitel erforderlich,zeitlich unbefristet,K03158,695
2017,Wolfenbüttel,weiblich,Aufenthaltstitel erforderlich,zeitlich unbefristet,K03158,825
2017,Wolfenbüttel,insgesamt,Aufenthaltstitel erforderlich,zeitlich unbefristet,K03158,1520
2017,Göttingen,männlich,Aufenthaltstitel erforderlich,zeitlich unbefristet,K03159,2790
2017,Göttingen,weiblich,Aufenthaltstitel erforderlich,zeitlich unbefristet,K03159,2990
2017,Göttingen,insgesamt,Aufenthaltstitel erforderlich,zeitlich unbefristet,K03159,5780
2017,Statistische Region Braunschweig,männlich,Aufenthaltstitel erforderlich,zeitlich unbefristet,K031,16555
2017,Statistische Region Braunschweig,weiblich,Aufenthaltstitel erforderlich,zeitlich unbefristet,K031,17440
2017,Statistische Region Braunschweig,insgesamt,Aufenthaltstitel erforderlich,zeitlich unbefristet,K031,33990
2017,Hannover  Region,männlich,Aufenthaltstitel erforderlich,zeitlich unbefristet,K03241,24175
2017,Hannover  Region,weiblich,Aufenthaltstitel erforderlich,zeitlich unbefristet,K03241,24650
2017,Hannover  Region,insgesamt,Aufenthaltstitel erforderlich,zeitlich unbefristet,K03241,48825
2017,Diepholz,männlich,Aufenthaltstitel erforderlich,zeitlich unbefristet,K03251,1360
2017,Diepholz,weiblich,Aufenthaltstitel erforderlich,zeitlich unbefristet,K03251,1635
2017,Diepholz,insgesamt,Aufenthaltstitel erforderlich,zeitlich unbefristet,K03251,2995
2017,Hameln-Pyrmont,männlich,Aufenthaltstitel erforderlich,zeitlich unbefristet,K03252,2110
2017,Hameln-Pyrmont,weiblich,Aufenthaltstitel erforderlich,zeitlich unbefristet,K03252,2305
2017,Hameln-Pyrmont,insgesamt,Aufenthaltstitel erforderlich,zeitlich unbefristet,K03252,4420
2017,Hildesheim,männlich,Aufenthaltstitel erforderlich,zeitlich unbefristet,K03254,2585
2017,Hildesheim,weiblich,Aufenthaltstitel erforderlich,zeitlich unbefristet,K03254,2845
2017,Hildesheim,insgesamt,Aufenthaltstitel erforderlich,zeitlich unbefristet,K03254,5430
2017,Holzminden,männlich,Aufenthaltstitel erforderlich,zeitlich unbefristet,K03255,695
2017,Holzminden,weiblich,Aufenthaltstitel erforderlich,zeitlich unbefristet,K03255,730
2017,Holzminden,insgesamt,Aufenthaltstitel erforderlich,zeitlich unbefristet,K03255,1425
2017,Nienburg (Weser),männlich,Aufenthaltstitel erforderlich,zeitlich unbefristet,K03256,930
2017,Nienburg (Weser),weiblich,Aufenthaltstitel erforderlich,zeitlich unbefristet,K03256,1025
2017,Nienburg (Weser),insgesamt,Aufenthaltstitel erforderlich,zeitlich unbefristet,K03256,1950
2017,Schaumburg,männlich,Aufenthaltstitel erforderlich,zeitlich unbefristet,K03257,1525
2017,Schaumburg,weiblich,Aufenthaltstitel erforderlich,zeitlich unbefristet,K03257,1580
2017,Schaumburg,insgesamt,Aufenthaltstitel erforderlich,zeitlich unbefristet,K03257,3105
2017,Statistische Region Hannover,männlich,Aufenthaltstitel erforderlich,zeitlich unbefristet,K032,33375
2017,Statistische Region Hannover,weiblich,Aufenthaltstitel erforderlich,zeitlich unbefristet,K032,34770
2017,Statistische Region Hannover,insgesamt,Aufenthaltstitel erforderlich,zeitlich unbefristet,K032,68145
2017,Celle,männlich,Aufenthaltstitel erforderlich,zeitlich unbefristet,K03351,1180
2017,Celle,weiblich,Aufenthaltstitel erforderlich,zeitlich unbefristet,K03351,1340
2017,Celle,insgesamt,Aufenthaltstitel erforderlich,zeitlich unbefristet,K03351,2520
2017,Cuxhaven,männlich,Aufenthaltstitel erforderlich,zeitlich unbefristet,K03352,905
2017,Cuxhaven,weiblich,Aufenthaltstitel erforderlich,zeitlich unbefristet,K03352,1065
2017,Cuxhaven,insgesamt,Aufenthaltstitel erforderlich,zeitlich unbefristet,K03352,1965
2017,Harburg,männlich,Aufenthaltstitel erforderlich,zeitlich unbefristet,K03353,1745
2017,Harburg,weiblich,Aufenthaltstitel erforderlich,zeitlich unbefristet,K03353,1915
2017,Harburg,insgesamt,Aufenthaltstitel erforderlich,zeitlich unbefristet,K03353,3660
2017,Lüchow-Dannenberg,männlich,Aufenthaltstitel erforderlich,zeitlich unbefristet,K03354,145
2017,Lüchow-Dannenberg,weiblich,Aufenthaltstitel erforderlich,zeitlich unbefristet,K03354,185
2017,Lüchow-Dannenberg,insgesamt,Aufenthaltstitel erforderlich,zeitlich unbefristet,K03354,330
2017,Lüneburg,männlich,Aufenthaltstitel erforderlich,zeitlich unbefristet,K03355,10095
2017,Lüneburg,weiblich,Aufenthaltstitel erforderlich,zeitlich unbefristet,K03355,11425
2017,Lüneburg,insgesamt,Aufenthaltstitel erforderlich,zeitlich unbefristet,K03355,21520
2017,Lüneburg,männlich,Aufenthaltstitel erforderlich,zeitlich unbefristet,K03355,940
2017,Lüneburg,weiblich,Aufenthaltstitel erforderlich,zeitlich unbefristet,K03355,1055
2017,Lüneburg,insgesamt,Aufenthaltstitel erforderlich,zeitlich unbefristet,K03355,2000
2017,Osterholz,männlich,Aufenthaltstitel erforderlich,zeitlich unbefristet,K03356,655
2017,Osterholz,weiblich,Aufenthaltstitel erforderlich,zeitlich unbefristet,K03356,745
2017,Osterholz,insgesamt,Aufenthaltstitel erforderlich,zeitlich unbefristet,K03356,1400
2017,Rotenburg (Wümme),männlich,Aufenthaltstitel erforderlich,zeitlich unbefristet,K03357,795
2017,Rotenburg (Wümme),weiblich,Aufenthaltstitel erforderlich,zeitlich unbefristet,K03357,965
2017,Rotenburg (Wümme),insgesamt,Aufenthaltstitel erforderlich,zeitlich unbefristet,K03357,1765
2017,Heidekreis,männlich,Aufenthaltstitel erforderlich,zeitlich unbefristet,K03358,850
2017,Heidekreis,weiblich,Aufenthaltstitel erforderlich,zeitlich unbefristet,K03358,945
2017,Heidekreis,insgesamt,Aufenthaltstitel erforderlich,zeitlich unbefristet,K03358,1795
2017,Stade,männlich,Aufenthaltstitel erforderlich,zeitlich unbefristet,K03359,1185
2017,Stade,weiblich,Aufenthaltstitel erforderlich,zeitlich unbefristet,K03359,1330
2017,Stade,insgesamt,Aufenthaltstitel erforderlich,zeitlich unbefristet,K03359,2520
2017,Uelzen,männlich,Aufenthaltstitel erforderlich,zeitlich unbefristet,K03360,430
2017,Uelzen,weiblich,Aufenthaltstitel erforderlich,zeitlich unbefristet,K03360,480
2017,Uelzen,insgesamt,Aufenthaltstitel erforderlich,zeitlich unbefristet,K03360,910
2017,Verden,männlich,Aufenthaltstitel erforderlich,zeitlich unbefristet,K03361,1260
2017,Verden,weiblich,Aufenthaltstitel erforderlich,zeitlich unbefristet,K03361,1395
2017,Verden,insgesamt,Aufenthaltstitel erforderlich,zeitlich unbefristet,K03361,2655
2017,Delmenhorst  Stadt,männlich,Aufenthaltstitel erforderlich,zeitlich unbefristet,K03401,1570
2017,Delmenhorst  Stadt,weiblich,Aufenthaltstitel erforderlich,zeitlich unbefristet,K03401,1510
2017,Delmenhorst  Stadt,insgesamt,Aufenthaltstitel erforderlich,zeitlich unbefristet,K03401,3080
2017,Emden  Stadt,männlich,Aufenthaltstitel erforderlich,zeitlich unbefristet,K03402,300
2017,Emden  Stadt,weiblich,Aufenthaltstitel erforderlich,zeitlich unbefristet,K03402,305
2017,Emden  Stadt,insgesamt,Aufenthaltstitel erforderlich,zeitlich unbefristet,K03402,610
2017,Oldenburg(Oldb)  Stadt,männlich,Aufenthaltstitel erforderlich,zeitlich unbefristet,K03403,1765
2017,Oldenburg(Oldb)  Stadt,weiblich,Aufenthaltstitel erforderlich,zeitlich unbefristet,K03403,1735
2017,Oldenburg(Oldb)  Stadt,insgesamt,Aufenthaltstitel erforderlich,zeitlich unbefristet,K03403,3500
2017,Osnabrück  Stadt,männlich,Aufenthaltstitel erforderlich,zeitlich unbefristet,K03404,2755
2017,Osnabrück  Stadt,weiblich,Aufenthaltstitel erforderlich,zeitlich unbefristet,K03404,2725
2017,Osnabrück  Stadt,insgesamt,Aufenthaltstitel erforderlich,zeitlich unbefristet,K03404,5480
2017,Wilhelmshaven  Stadt,männlich,Aufenthaltstitel erforderlich,zeitlich unbefristet,K03405,540
2017,Wilhelmshaven  Stadt,weiblich,Aufenthaltstitel erforderlich,zeitlich unbefristet,K03405,590
2017,Wilhelmshaven  Stadt,insgesamt,Aufenthaltstitel erforderlich,zeitlich unbefristet,K03405,1130
2017,Ammerland,männlich,Aufenthaltstitel erforderlich,zeitlich unbefristet,K03451,575
2017,Ammerland,weiblich,Aufenthaltstitel erforderlich,zeitlich unbefristet,K03451,605
2017,Ammerland,insgesamt,Aufenthaltstitel erforderlich,zeitlich unbefristet,K03451,1180
2017,Aurich,männlich,Aufenthaltstitel erforderlich,zeitlich unbefristet,K03452,590
2017,Aurich,weiblich,Aufenthaltstitel erforderlich,zeitlich unbefristet,K03452,610
2017,Aurich,insgesamt,Aufenthaltstitel erforderlich,zeitlich unbefristet,K03452,1200
2017,Cloppenburg,männlich,Aufenthaltstitel erforderlich,zeitlich unbefristet,K03453,1225
2017,Cloppenburg,weiblich,Aufenthaltstitel erforderlich,zeitlich unbefristet,K03453,1180
2017,Cloppenburg,insgesamt,Aufenthaltstitel erforderlich,zeitlich unbefristet,K03453,2405
2017,Emsland,männlich,Aufenthaltstitel erforderlich,zeitlich unbefristet,K03454,1365
2017,Emsland,weiblich,Aufenthaltstitel erforderlich,zeitlich unbefristet,K03454,1475
2017,Emsland,insgesamt,Aufenthaltstitel erforderlich,zeitlich unbefristet,K03454,2840
2017,Friesland,männlich,Aufenthaltstitel erforderlich,zeitlich unbefristet,K03455,290
2017,Friesland,weiblich,Aufenthaltstitel erforderlich,zeitlich unbefristet,K03455,380
2017,Friesland,insgesamt,Aufenthaltstitel erforderlich,zeitlich unbefristet,K03455,665
2017,Grafschaft Bentheim,männlich,Aufenthaltstitel erforderlich,zeitlich unbefristet,K03456,990
2017,Grafschaft Bentheim,weiblich,Aufenthaltstitel erforderlich,zeitlich unbefristet,K03456,1070
2017,Grafschaft Bentheim,insgesamt,Aufenthaltstitel erforderlich,zeitlich unbefristet,K03456,2065
2017,Leer,männlich,Aufenthaltstitel erforderlich,zeitlich unbefristet,K03457,555
2017,Leer,weiblich,Aufenthaltstitel erforderlich,zeitlich unbefristet,K03457,640
2017,Leer,insgesamt,Aufenthaltstitel erforderlich,zeitlich unbefristet,K03457,1200
2017,Oldenburg,männlich,Aufenthaltstitel erforderlich,zeitlich unbefristet,K03458,710
2017,Oldenburg,weiblich,Aufenthaltstitel erforderlich,zeitlich unbefristet,K03458,745
2017,Oldenburg,insgesamt,Aufenthaltstitel erforderlich,zeitlich unbefristet,K03458,1455
2017,Osnabrück,männlich,Aufenthaltstitel erforderlich,zeitlich unbefristet,K03459,2755
2017,Osnabrück,weiblich,Aufenthaltstitel erforderlich,zeitlich unbefristet,K03459,2935
2017,Osnabrück,insgesamt,Aufenthaltstitel erforderlich,zeitlich unbefristet,K03459,5685
2017,Vechta,männlich,Aufenthaltstitel erforderlich,zeitlich unbefristet,K03460,1800
2017,Vechta,weiblich,Aufenthaltstitel erforderlich,zeitlich unbefristet,K03460,1815
2017,Vechta,insgesamt,Aufenthaltstitel erforderlich,zeitlich unbefristet,K03460,3615
2017,Wesermarsch,männlich,Aufenthaltstitel erforderlich,zeitlich unbefristet,K03461,725
2017,Wesermarsch,weiblich,Aufenthaltstitel erforderlich,zeitlich unbefristet,K03461,765
2017,Wesermarsch,insgesamt,Aufenthaltstitel erforderlich,zeitlich unbefristet,K03461,1485
2017,Wittmund,männlich,Aufenthaltstitel erforderlich,zeitlich unbefristet,K03462,160
2017,Wittmund,weiblich,Aufenthaltstitel erforderlich,zeitlich unbefristet,K03462,170
2017,Wittmund,insgesamt,Aufenthaltstitel erforderlich,zeitlich unbefristet,K03462,325
2017,Statistische Region Weser-Ems,männlich,Aufenthaltstitel erforderlich,zeitlich unbefristet,K034,18670
2017,Statistische Region Weser-Ems,weiblich,Aufenthaltstitel erforderlich,zeitlich unbefristet,K034,19260
2017,Statistische Region Weser-Ems,insgesamt,Aufenthaltstitel erforderlich,zeitlich unbefristet,K034,37925
2017,Niedersachsen,männlich,Aufenthaltstitel erforderlich,zeitlich unbefristet,K030,78690
2017,Niedersachsen,weiblich,Aufenthaltstitel erforderlich,zeitlich unbefristet,K030,82895
2017,Niedersachsen,insgesamt,Aufenthaltstitel erforderlich,zeitlich unbefristet,K030,161585
2016,Braunschweig  Stadt,männlich,Aufenthaltstitel erforderlich,zeitlich unbefristet,K03101,3850
2016,Braunschweig  Stadt,weiblich,Aufenthaltstitel erforderlich,zeitlich unbefristet,K03101,3960
2016,Braunschweig  Stadt,insgesamt,Aufenthaltstitel erforderlich,zeitlich unbefristet,K03101,7810
2016,Salzgitter  Stadt,männlich,Aufenthaltstitel erforderlich,zeitlich unbefristet,K03102,2800
2016,Salzgitter  Stadt,weiblich,Aufenthaltstitel erforderlich,zeitlich unbefristet,K03102,2790
2016,Salzgitter  Stadt,insgesamt,Aufenthaltstitel erforderlich,zeitlich unbefristet,K03102,5590
2016,Wolfsburg  Stadt,männlich,Aufenthaltstitel erforderlich,zeitlich unbefristet,K03103,1170
2016,Wolfsburg  Stadt,weiblich,Aufenthaltstitel erforderlich,zeitlich unbefristet,K03103,1370
2016,Wolfsburg  Stadt,insgesamt,Aufenthaltstitel erforderlich,zeitlich unbefristet,K03103,2540
2016,Gifhorn,männlich,Aufenthaltstitel erforderlich,zeitlich unbefristet,K03151,1200
2016,Gifhorn,weiblich,Aufenthaltstitel erforderlich,zeitlich unbefristet,K03151,1295
2016,Gifhorn,insgesamt,Aufenthaltstitel erforderlich,zeitlich unbefristet,K03151,2495
2016,Goslar,männlich,Aufenthaltstitel erforderlich,zeitlich unbefristet,K03153,1180
2016,Goslar,weiblich,Aufenthaltstitel erforderlich,zeitlich unbefristet,K03153,1220
2016,Goslar,insgesamt,Aufenthaltstitel erforderlich,zeitlich unbefristet,K03153,2400
2016,Helmstedt,männlich,Aufenthaltstitel erforderlich,zeitlich unbefristet,K03154,645
2016,Helmstedt,weiblich,Aufenthaltstitel erforderlich,zeitlich unbefristet,K03154,670
2016,Helmstedt,insgesamt,Aufenthaltstitel erforderlich,zeitlich unbefristet,K03154,1315
2016,Northeim,männlich,Aufenthaltstitel erforderlich,zeitlich unbefristet,K03155,725
2016,Northeim,weiblich,Aufenthaltstitel erforderlich,zeitlich unbefristet,K03155,845
2016,Northeim,insgesamt,Aufenthaltstitel erforderlich,zeitlich unbefristet,K03155,1570
2016,Peine,männlich,Aufenthaltstitel erforderlich,zeitlich unbefristet,K03157,1455
2016,Peine,weiblich,Aufenthaltstitel erforderlich,zeitlich unbefristet,K03157,1410
2016,Peine,insgesamt,Aufenthaltstitel erforderlich,zeitlich unbefristet,K03157,2865
2016,Wolfenbüttel,männlich,Aufenthaltstitel erforderlich,zeitlich unbefristet,K03158,710
2016,Wolfenbüttel,weiblich,Aufenthaltstitel erforderlich,zeitlich unbefristet,K03158,855
2016,Wolfenbüttel,insgesamt,Aufenthaltstitel erforderlich,zeitlich unbefristet,K03158,1570
2016,Göttingen,männlich,Aufenthaltstitel erforderlich,zeitlich unbefristet,K03159,2795
2016,Göttingen,weiblich,Aufenthaltstitel erforderlich,zeitlich unbefristet,K03159,2980
2016,Göttingen,insgesamt,Aufenthaltstitel erforderlich,zeitlich unbefristet,K03159,5770
2016,Statistische Region Braunschweig,männlich,Aufenthaltstitel erforderlich,zeitlich unbefristet,K031,16535
2016,Statistische Region Braunschweig,weiblich,Aufenthaltstitel erforderlich,zeitlich unbefristet,K031,17390
2016,Statistische Region Braunschweig,insgesamt,Aufenthaltstitel erforderlich,zeitlich unbefristet,K031,33925
2016,Hannover  Region,männlich,Aufenthaltstitel erforderlich,zeitlich unbefristet,K03241,24205
2016,Hannover  Region,weiblich,Aufenthaltstitel erforderlich,zeitlich unbefristet,K03241,24595
2016,Hannover  Region,insgesamt,Aufenthaltstitel erforderlich,zeitlich unbefristet,K03241,48800
2016,Diepholz,männlich,Aufenthaltstitel erforderlich,zeitlich unbefristet,K03251,1340
2016,Diepholz,weiblich,Aufenthaltstitel erforderlich,zeitlich unbefristet,K03251,1630
2016,Diepholz,insgesamt,Aufenthaltstitel erforderlich,zeitlich unbefristet,K03251,2970
2016,Hameln-Pyrmont,männlich,Aufenthaltstitel erforderlich,zeitlich unbefristet,K03252,2095
2016,Hameln-Pyrmont,weiblich,Aufenthaltstitel erforderlich,zeitlich unbefristet,K03252,2300
2016,Hameln-Pyrmont,insgesamt,Aufenthaltstitel erforderlich,zeitlich unbefristet,K03252,4395
2016,Hildesheim,männlich,Aufenthaltstitel erforderlich,zeitlich unbefristet,K03254,2575
2016,Hildesheim,weiblich,Aufenthaltstitel erforderlich,zeitlich unbefristet,K03254,2825
2016,Hildesheim,insgesamt,Aufenthaltstitel erforderlich,zeitlich unbefristet,K03254,5400
2016,Holzminden,männlich,Aufenthaltstitel erforderlich,zeitlich unbefristet,K03255,705
2016,Holzminden,weiblich,Aufenthaltstitel erforderlich,zeitlich unbefristet,K03255,750
2016,Holzminden,insgesamt,Aufenthaltstitel erforderlich,zeitlich unbefristet,K03255,1455
2016,Nienburg (Weser),männlich,Aufenthaltstitel erforderlich,zeitlich unbefristet,K03256,915
2016,Nienburg (Weser),weiblich,Aufenthaltstitel erforderlich,zeitlich unbefristet,K03256,1035
2016,Nienburg (Weser),insgesamt,Aufenthaltstitel erforderlich,zeitlich unbefristet,K03256,1945
2016,Schaumburg,männlich,Aufenthaltstitel erforderlich,zeitlich unbefristet,K03257,1515
2016,Schaumburg,weiblich,Aufenthaltstitel erforderlich,zeitlich unbefristet,K03257,1605
2016,Schaumburg,insgesamt,Aufenthaltstitel erforderlich,zeitlich unbefristet,K03257,3120
2016,Statistische Region Hannover,männlich,Aufenthaltstitel erforderlich,zeitlich unbefristet,K032,33350
2016,Statistische Region Hannover,weiblich,Aufenthaltstitel erforderlich,zeitlich unbefristet,K032,34735
2016,Statistische Region Hannover,insgesamt,Aufenthaltstitel erforderlich,zeitlich unbefristet,K032,68085
2016,Celle,männlich,Aufenthaltstitel erforderlich,zeitlich unbefristet,K03351,1160
