AGS,Year,Gebietseinheit,Kinderbetreuung,Units,GeoCode,Value
401,2009,Delmenhorst  Stadt,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03401,23.5428571428571
402,2009,Emden  Stadt,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03402,10.958904109589
403,2009,Oldenburg(Oldb)  Stadt,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03403,15.5582524271845
404,2009,Osnabrück  Stadt,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03404,23.4571062740077
405,2009,Wilhelmshaven  Stadt,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03405,14.1544117647059
451,2009,Ammerland,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03451,6.59670164917541
452,2009,Aurich,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03452,6.07824871914299
453,2009,Cloppenburg,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03453,9.8762603116407
454,2009,Emsland,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03454,7.69230769230769
455,2009,Friesland,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03455,3.93349553933496
456,2009,Grafschaft Bentheim,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03456,13.5425046929472
457,2009,Leer,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03457,5.50603041426324
458,2009,Oldenburg,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03458,6.06928141998282
459,2009,Osnabrück,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03459,10.2440050483803
460,2009,Vechta,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03460,14.4325081737506
461,2009,Wesermarsch,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03461,8.84413309982487
462,2009,Wittmund,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03462,7.04119850187266
4,2009,Statistische Region Weser-Ems,in der Familie wird vorrangig nicht deutsch gesprochen,%,K034,10.6376676021204
0,2009,Niedersachsen,in der Familie wird vorrangig nicht deutsch gesprochen,%,K030,11.4077622254069
101,2008,Braunschweig  Stadt,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03101,14.6003552397869
102,2008,Salzgitter  Stadt,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03102,23.2921810699588
103,2008,Wolfsburg  Stadt,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03103,16.0703456640388
151,2008,Gifhorn,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03151,6.54627539503386
153,2008,Goslar,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03153,8.57766687461011
154,2008,Helmstedt,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03154,4.87347703842549
155,2008,Northeim,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03155,9.85957573946818
157,2008,Peine,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03157,11.7529880478088
158,2008,Wolfenbüttel,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03158,6.11685940353013
159,2008,Göttingen,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03159,10.6537247105602
1,2008,Statistische Region Braunschweig,in der Familie wird vorrangig nicht deutsch gesprochen,%,K031,11.1535178024406
241,2008,Hannover  Region,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03241,18.2707478699905
241001,2008,dav. Hannover  Lhst.,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03241001,27.0738233905242
241999,2008,dav. Hannover  Umland,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03241999,11.1982295289282
251,2008,Diepholz,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03251,8.65164247517189
252,2008,Hameln-Pyrmont,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03252,12.7749801219189
254,2008,Hildesheim,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03254,9.50519077794256
255,2008,Holzminden,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03255,8.72127283441367
256,2008,Nienburg (Weser),in der Familie wird vorrangig nicht deutsch gesprochen,%,K03256,8.69713506139154
257,2008,Schaumburg,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03257,8.96517658681156
2,2008,Statistische Region Hannover,in der Familie wird vorrangig nicht deutsch gesprochen,%,K032,14.2041958041958
351,2008,Celle,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03351,10.9821798590966
352,2008,Cuxhaven,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03352,7.62614678899083
353,2008,Harburg,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03353,7.39201424966602
354,2008,Lüchow-Dannenberg,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03354,4.55974842767296
355,2008,Lüneburg,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03355,9.06599198819313
356,2008,Osterholz,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03356,7.29023383768913
357,2008,Rotenburg (Wümme),in der Familie wird vorrangig nicht deutsch gesprochen,%,K03357,6.30878641890342
358,2008,Heidekreis,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03358,7.84366576819407
359,2008,Stade,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03359,8.19884993507698
360,2008,Uelzen,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03360,4.0905134899913
361,2008,Verden,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03361,10.6219823913661
3,2008,Statistische Region Lüneburg,in der Familie wird vorrangig nicht deutsch gesprochen,%,K033,8.007200480032
401,2008,Delmenhorst  Stadt,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03401,23.6784140969163
402,2008,Emden  Stadt,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03402,11.44
403,2008,Oldenburg(Oldb)  Stadt,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03403,15.1857429718875
404,2008,Osnabrück  Stadt,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03404,22.8723404255319
405,2008,Wilhelmshaven  Stadt,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03405,13.4845620667927
451,2008,Ammerland,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03451,5.02725620835857
452,2008,Aurich,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03452,6.12009237875289
453,2008,Cloppenburg,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03453,10.223347916187
454,2008,Emsland,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03454,6.72540017371882
455,2008,Friesland,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03455,4.995904995905
456,2008,Grafschaft Bentheim,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03456,13.1652661064426
457,2008,Leer,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03457,5.91220502410556
458,2008,Oldenburg,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03458,3.8728323699422
459,2008,Osnabrück,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03459,10.7773471145564
460,2008,Vechta,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03460,14.9065420560748
461,2008,Wesermarsch,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03461,9.06395595086828
462,2008,Wittmund,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03462,3.64854802680566
4,2008,Statistische Region Weser-Ems,in der Familie wird vorrangig nicht deutsch gesprochen,%,K034,10.3460295329235
0,2008,Niedersachsen,in der Familie wird vorrangig nicht deutsch gesprochen,%,K030,11.0099025619654
