Gebietseinheit,Year,Nationalität,Schulform,Units,GeoCode,Value
Statistische Region Weser-Ems,2014,Deutsche,Förderschule,Anzahl,SR034,1223
Niedersachsen,2014,Deutsche,Förderschule,Anzahl,SR030,2927
Statistische Region Braunschweig,2013,Deutsche,Förderschule,Anzahl,SR031,523
Statistische Region Hannover,2013,Deutsche,Förderschule,Anzahl,SR032,715
Statistische Region Lüneburg,2013,Deutsche,Förderschule,Anzahl,SR033,501
Statistische Region Weser-Ems,2013,Deutsche,Förderschule,Anzahl,SR034,1242
Niedersachsen,2013,Deutsche,Förderschule,Anzahl,SR030,2981
Statistische Region Braunschweig,2012,Deutsche,Förderschule,Anzahl,SR031,546
Statistische Region Hannover,2012,Deutsche,Förderschule,Anzahl,SR032,814
Statistische Region Lüneburg,2012,Deutsche,Förderschule,Anzahl,SR033,570
Statistische Region Weser-Ems,2012,Deutsche,Förderschule,Anzahl,SR034,1212
Niedersachsen,2012,Deutsche,Förderschule,Anzahl,SR030,3142
Statistische Region Braunschweig,2011,Deutsche,Förderschule,Anzahl,SR031,520
Statistische Region Hannover,2011,Deutsche,Förderschule,Anzahl,SR032,848
Statistische Region Lüneburg,2011,Deutsche,Förderschule,Anzahl,SR033,609
Statistische Region Weser-Ems,2011,Deutsche,Förderschule,Anzahl,SR034,1225
Niedersachsen,2011,Deutsche,Förderschule,Anzahl,SR030,3202
Statistische Region Braunschweig,2010,Deutsche,Förderschule,Anzahl,SR031,531
Statistische Region Hannover,2010,Deutsche,Förderschule,Anzahl,SR032,845
Statistische Region Lüneburg,2010,Deutsche,Förderschule,Anzahl,SR033,587
Statistische Region Weser-Ems,2010,Deutsche,Förderschule,Anzahl,SR034,1211
Niedersachsen,2010,Deutsche,Förderschule,Anzahl,SR030,3174
Statistische Region Braunschweig,2005,Deutsche,Förderschule,Anzahl,SR031,776
Statistische Region Hannover,2005,Deutsche,Förderschule,Anzahl,SR032,1028
Statistische Region Lüneburg,2005,Deutsche,Förderschule,Anzahl,SR033,818
Statistische Region Weser-Ems,2005,Deutsche,Förderschule,Anzahl,SR034,1648
Niedersachsen,2005,Deutsche,Förderschule,Anzahl,SR030,4270
Statistische Region Braunschweig,2020,Ausländerinnen und Ausländer,Förderschule,Anzahl,SR031,31
Statistische Region Hannover,2020,Ausländerinnen und Ausländer,Förderschule,Anzahl,SR032,45
Statistische Region Lüneburg,2020,Ausländerinnen und Ausländer,Förderschule,Anzahl,SR033,6
Statistische Region Weser-Ems,2020,Ausländerinnen und Ausländer,Förderschule,Anzahl,SR034,66
Niedersachsen,2020,Ausländerinnen und Ausländer,Förderschule,Anzahl,SR030,148
Statistische Region Braunschweig,2019,Ausländerinnen und Ausländer,Förderschule,Anzahl,SR031,44
Statistische Region Hannover,2019,Ausländerinnen und Ausländer,Förderschule,Anzahl,SR032,36
Statistische Region Lüneburg,2019,Ausländerinnen und Ausländer,Förderschule,Anzahl,SR033,29
Statistische Region Weser-Ems,2019,Ausländerinnen und Ausländer,Förderschule,Anzahl,SR034,78
Niedersachsen,2019,Ausländerinnen und Ausländer,Förderschule,Anzahl,SR030,187
Statistische Region Braunschweig,2018,Ausländerinnen und Ausländer,Förderschule,Anzahl,SR031,40
Statistische Region Hannover,2018,Ausländerinnen und Ausländer,Förderschule,Anzahl,SR032,43
Statistische Region Lüneburg,2018,Ausländerinnen und Ausländer,Förderschule,Anzahl,SR033,29
Statistische Region Weser-Ems,2018,Ausländerinnen und Ausländer,Förderschule,Anzahl,SR034,74
Niedersachsen,2018,Ausländerinnen und Ausländer,Förderschule,Anzahl,SR030,186
Statistische Region Braunschweig,2017,Ausländerinnen und Ausländer,Förderschule,Anzahl,SR031,39
Statistische Region Hannover,2017,Ausländerinnen und Ausländer,Förderschule,Anzahl,SR032,46
Statistische Region Lüneburg,2017,Ausländerinnen und Ausländer,Förderschule,Anzahl,SR033,20
Statistische Region Weser-Ems,2017,Ausländerinnen und Ausländer,Förderschule,Anzahl,SR034,73
Niedersachsen,2017,Ausländerinnen und Ausländer,Förderschule,Anzahl,SR030,178
Statistische Region Braunschweig,2016,Ausländerinnen und Ausländer,Förderschule,Anzahl,SR031,40
Statistische Region Hannover,2016,Ausländerinnen und Ausländer,Förderschule,Anzahl,SR032,50
Statistische Region Lüneburg,2016,Ausländerinnen und Ausländer,Förderschule,Anzahl,SR033,25
Statistische Region Weser-Ems,2016,Ausländerinnen und Ausländer,Förderschule,Anzahl,SR034,70
Niedersachsen,2016,Ausländerinnen und Ausländer,Förderschule,Anzahl,SR030,185
Statistische Region Braunschweig,2015,Ausländerinnen und Ausländer,Förderschule,Anzahl,SR031,54
Statistische Region Hannover,2015,Ausländerinnen und Ausländer,Förderschule,Anzahl,SR032,61
Statistische Region Lüneburg,2015,Ausländerinnen und Ausländer,Förderschule,Anzahl,SR033,34
Statistische Region Weser-Ems,2015,Ausländerinnen und Ausländer,Förderschule,Anzahl,SR034,79
Niedersachsen,2015,Ausländerinnen und Ausländer,Förderschule,Anzahl,SR030,228
Statistische Region Braunschweig,2014,Ausländerinnen und Ausländer,Förderschule,Anzahl,SR031,43
Statistische Region Hannover,2014,Ausländerinnen und Ausländer,Förderschule,Anzahl,SR032,109
Statistische Region Lüneburg,2014,Ausländerinnen und Ausländer,Förderschule,Anzahl,SR033,57
Statistische Region Weser-Ems,2014,Ausländerinnen und Ausländer,Förderschule,Anzahl,SR034,109
Niedersachsen,2014,Ausländerinnen und Ausländer,Förderschule,Anzahl,SR030,318
Statistische Region Braunschweig,2013,Ausländerinnen und Ausländer,Förderschule,Anzahl,SR031,71
Statistische Region Hannover,2013,Ausländerinnen und Ausländer,Förderschule,Anzahl,SR032,109
Statistische Region Lüneburg,2013,Ausländerinnen und Ausländer,Förderschule,Anzahl,SR033,48
Statistische Region Weser-Ems,2013,Ausländerinnen und Ausländer,Förderschule,Anzahl,SR034,117
Niedersachsen,2013,Ausländerinnen und Ausländer,Förderschule,Anzahl,SR030,345
Statistische Region Braunschweig,2012,Ausländerinnen und Ausländer,Förderschule,Anzahl,SR031,80
Statistische Region Hannover,2012,Ausländerinnen und Ausländer,Förderschule,Anzahl,SR032,165
Statistische Region Lüneburg,2012,Ausländerinnen und Ausländer,Förderschule,Anzahl,SR033,64
Statistische Region Weser-Ems,2012,Ausländerinnen und Ausländer,Förderschule,Anzahl,SR034,135
Niedersachsen,2012,Ausländerinnen und Ausländer,Förderschule,Anzahl,SR030,444
Statistische Region Braunschweig,2011,Ausländerinnen und Ausländer,Förderschule,Anzahl,SR031,105
Statistische Region Hannover,2011,Ausländerinnen und Ausländer,Förderschule,Anzahl,SR032,196
Statistische Region Lüneburg,2011,Ausländerinnen und Ausländer,Förderschule,Anzahl,SR033,84
Statistische Region Weser-Ems,2011,Ausländerinnen und Ausländer,Förderschule,Anzahl,SR034,151
Niedersachsen,2011,Ausländerinnen und Ausländer,Förderschule,Anzahl,SR030,536
Statistische Region Braunschweig,2010,Ausländerinnen und Ausländer,Förderschule,Anzahl,SR031,107
Statistische Region Hannover,2010,Ausländerinnen und Ausländer,Förderschule,Anzahl,SR032,207
Statistische Region Lüneburg,2010,Ausländerinnen und Ausländer,Förderschule,Anzahl,SR033,56
Statistische Region Weser-Ems,2010,Ausländerinnen und Ausländer,Förderschule,Anzahl,SR034,133
Niedersachsen,2010,Ausländerinnen und Ausländer,Förderschule,Anzahl,SR030,503
Statistische Region Braunschweig,2005,Ausländerinnen und Ausländer,Förderschule,Anzahl,SR031,165
Statistische Region Hannover,2005,Ausländerinnen und Ausländer,Förderschule,Anzahl,SR032,306
Statistische Region Lüneburg,2005,Ausländerinnen und Ausländer,Förderschule,Anzahl,SR033,137
Statistische Region Weser-Ems,2005,Ausländerinnen und Ausländer,Förderschule,Anzahl,SR034,247
Niedersachsen,2005,Ausländerinnen und Ausländer,Förderschule,Anzahl,SR030,855
Statistische Region Braunschweig,2020,Deutsche,Insgesamt,Anzahl,SR031,12880
Statistische Region Hannover,2020,Deutsche,Insgesamt,Anzahl,SR032,17610
Statistische Region Lüneburg,2020,Deutsche,Insgesamt,Anzahl,SR033,15562
Statistische Region Weser-Ems,2020,Deutsche,Insgesamt,Anzahl,SR034,22106
Niedersachsen,2020,Deutsche,Insgesamt,Anzahl,SR030,68158
Statistische Region Braunschweig,2019,Deutsche,Insgesamt,Anzahl,SR031,13411
Statistische Region Hannover,2019,Deutsche,Insgesamt,Anzahl,SR032,18225
Statistische Region Lüneburg,2019,Deutsche,Insgesamt,Anzahl,SR033,16195
Statistische Region Weser-Ems,2019,Deutsche,Insgesamt,Anzahl,SR034,23492
Niedersachsen,2019,Deutsche,Insgesamt,Anzahl,SR030,71323
Statistische Region Braunschweig,2018,Deutsche,Insgesamt,Anzahl,SR031,13370
Statistische Region Hannover,2018,Deutsche,Insgesamt,Anzahl,SR032,18580
Statistische Region Lüneburg,2018,Deutsche,Insgesamt,Anzahl,SR033,16616
Statistische Region Weser-Ems,2018,Deutsche,Insgesamt,Anzahl,SR034,24359
Niedersachsen,2018,Deutsche,Insgesamt,Anzahl,SR030,72925
Statistische Region Braunschweig,2017,Deutsche,Insgesamt,Anzahl,SR031,13608
Statistische Region Hannover,2017,Deutsche,Insgesamt,Anzahl,SR032,18626
Statistische Region Lüneburg,2017,Deutsche,Insgesamt,Anzahl,SR033,16826
Statistische Region Weser-Ems,2017,Deutsche,Insgesamt,Anzahl,SR034,24789
Niedersachsen,2017,Deutsche,Insgesamt,Anzahl,SR030,73849
Statistische Region Braunschweig,2016,Deutsche,Insgesamt,Anzahl,SR031,13599
Statistische Region Hannover,2016,Deutsche,Insgesamt,Anzahl,SR032,18553
Statistische Region Lüneburg,2016,Deutsche,Insgesamt,Anzahl,SR033,16637
Statistische Region Weser-Ems,2016,Deutsche,Insgesamt,Anzahl,SR034,24673
Niedersachsen,2016,Deutsche,Insgesamt,Anzahl,SR030,73462
Statistische Region Braunschweig,2015,Deutsche,Insgesamt,Anzahl,SR031,13979
Statistische Region Hannover,2015,Deutsche,Insgesamt,Anzahl,SR032,18791
Statistische Region Lüneburg,2015,Deutsche,Insgesamt,Anzahl,SR033,17211
Statistische Region Weser-Ems,2015,Deutsche,Insgesamt,Anzahl,SR034,25722
Niedersachsen,2015,Deutsche,Insgesamt,Anzahl,SR030,75703
Statistische Region Braunschweig,2014,Deutsche,Insgesamt,Anzahl,SR031,14642
Statistische Region Hannover,2014,Deutsche,Insgesamt,Anzahl,SR032,19311
Statistische Region Lüneburg,2014,Deutsche,Insgesamt,Anzahl,SR033,17955
Statistische Region Weser-Ems,2014,Deutsche,Insgesamt,Anzahl,SR034,26187
Niedersachsen,2014,Deutsche,Insgesamt,Anzahl,SR030,78095
Statistische Region Braunschweig,2013,Deutsche,Insgesamt,Anzahl,SR031,15226
Statistische Region Hannover,2013,Deutsche,Insgesamt,Anzahl,SR032,20018
Statistische Region Lüneburg,2013,Deutsche,Insgesamt,Anzahl,SR033,18775
Statistische Region Weser-Ems,2013,Deutsche,Insgesamt,Anzahl,SR034,27732
Niedersachsen,2013,Deutsche,Insgesamt,Anzahl,SR030,81751
Statistische Region Braunschweig,2012,Deutsche,Insgesamt,Anzahl,SR031,15279
Statistische Region Hannover,2012,Deutsche,Insgesamt,Anzahl,SR032,20558
Statistische Region Lüneburg,2012,Deutsche,Insgesamt,Anzahl,SR033,18916
Statistische Region Weser-Ems,2012,Deutsche,Insgesamt,Anzahl,SR034,27976
Niedersachsen,2012,Deutsche,Insgesamt,Anzahl,SR030,82729
Statistische Region Braunschweig,2011,Deutsche,Insgesamt,Anzahl,SR031,15948
Statistische Region Hannover,2011,Deutsche,Insgesamt,Anzahl,SR032,21147
Statistische Region Lüneburg,2011,Deutsche,Insgesamt,Anzahl,SR033,19883
Statistische Region Weser-Ems,2011,Deutsche,Insgesamt,Anzahl,SR034,29178
Niedersachsen,2011,Deutsche,Insgesamt,Anzahl,SR030,86156
Statistische Region Braunschweig,2010,Deutsche,Insgesamt,Anzahl,SR031,16251
Statistische Region Hannover,2010,Deutsche,Insgesamt,Anzahl,SR032,21130
Statistische Region Lüneburg,2010,Deutsche,Insgesamt,Anzahl,SR033,20093
Statistische Region Weser-Ems,2010,Deutsche,Insgesamt,Anzahl,SR034,29677
Niedersachsen,2010,Deutsche,Insgesamt,Anzahl,SR030,87151
Statistische Region Braunschweig,2005,Deutsche,Insgesamt,Anzahl,SR031,17696
Statistische Region Hannover,2005,Deutsche,Insgesamt,Anzahl,SR032,21782
Statistische Region Lüneburg,2005,Deutsche,Insgesamt,Anzahl,SR033,20632
Statistische Region Weser-Ems,2005,Deutsche,Insgesamt,Anzahl,SR034,30914
Niedersachsen,2005,Deutsche,Insgesamt,Anzahl,SR030,91024
Statistische Region Braunschweig,2020,Ausländerinnen und Ausländer,Insgesamt,Anzahl,SR031,1466
Statistische Region Hannover,2020,Ausländerinnen und Ausländer,Insgesamt,Anzahl,SR032,2395
Statistische Region Lüneburg,2020,Ausländerinnen und Ausländer,Insgesamt,Anzahl,SR033,1387
Statistische Region Weser-Ems,2020,Ausländerinnen und Ausländer,Insgesamt,Anzahl,SR034,2647
Niedersachsen,2020,Ausländerinnen und Ausländer,Insgesamt,Anzahl,SR030,7895
Statistische Region Braunschweig,2019,Ausländerinnen und Ausländer,Insgesamt,Anzahl,SR031,1370
Statistische Region Hannover,2019,Ausländerinnen und Ausländer,Insgesamt,Anzahl,SR032,2265
Statistische Region Lüneburg,2019,Ausländerinnen und Ausländer,Insgesamt,Anzahl,SR033,1246
Statistische Region Weser-Ems,2019,Ausländerinnen und Ausländer,Insgesamt,Anzahl,SR034,2415
Niedersachsen,2019,Ausländerinnen und Ausländer,Insgesamt,Anzahl,SR030,7296
Statistische Region Braunschweig,2018,Ausländerinnen und Ausländer,Insgesamt,Anzahl,SR031,1257
Statistische Region Hannover,2018,Ausländerinnen und Ausländer,Insgesamt,Anzahl,SR032,2089
Statistische Region Lüneburg,2018,Ausländerinnen und Ausländer,Insgesamt,Anzahl,SR033,1188
Statistische Region Weser-Ems,2018,Ausländerinnen und Ausländer,Insgesamt,Anzahl,SR034,2183
Niedersachsen,2018,Ausländerinnen und Ausländer,Insgesamt,Anzahl,SR030,6717
Statistische Region Braunschweig,2017,Ausländerinnen und Ausländer,Insgesamt,Anzahl,SR031,1168
Statistische Region Hannover,2017,Ausländerinnen und Ausländer,Insgesamt,Anzahl,SR032,1947
Statistische Region Lüneburg,2017,Ausländerinnen und Ausländer,Insgesamt,Anzahl,SR033,1031
Statistische Region Weser-Ems,2017,Ausländerinnen und Ausländer,Insgesamt,Anzahl,SR034,1981
Niedersachsen,2017,Ausländerinnen und Ausländer,Insgesamt,Anzahl,SR030,6127
Statistische Region Braunschweig,2016,Ausländerinnen und Ausländer,Insgesamt,Anzahl,SR031,1032
Statistische Region Hannover,2016,Ausländerinnen und Ausländer,Insgesamt,Anzahl,SR032,1572
Statistische Region Lüneburg,2016,Ausländerinnen und Ausländer,Insgesamt,Anzahl,SR033,911
Statistische Region Weser-Ems,2016,Ausländerinnen und Ausländer,Insgesamt,Anzahl,SR034,1688
Niedersachsen,2016,Ausländerinnen und Ausländer,Insgesamt,Anzahl,SR030,5203
Statistische Region Braunschweig,2015,Ausländerinnen und Ausländer,Insgesamt,Anzahl,SR031,828
Statistische Region Hannover,2015,Ausländerinnen und Ausländer,Insgesamt,Anzahl,SR032,1526
Statistische Region Lüneburg,2015,Ausländerinnen und Ausländer,Insgesamt,Anzahl,SR033,730
Statistische Region Weser-Ems,2015,Ausländerinnen und Ausländer,Insgesamt,Anzahl,SR034,1395
Niedersachsen,2015,Ausländerinnen und Ausländer,Insgesamt,Anzahl,SR030,4479
Statistische Region Braunschweig,2014,Ausländerinnen und Ausländer,Insgesamt,Anzahl,SR031,807
Statistische Region Hannover,2014,Ausländerinnen und Ausländer,Insgesamt,Anzahl,SR032,1470
Statistische Region Lüneburg,2014,Ausländerinnen und Ausländer,Insgesamt,Anzahl,SR033,724
Statistische Region Weser-Ems,2014,Ausländerinnen und Ausländer,Insgesamt,Anzahl,SR034,1373
Niedersachsen,2014,Ausländerinnen und Ausländer,Insgesamt,Anzahl,SR030,4374
Statistische Region Braunschweig,2013,Ausländerinnen und Ausländer,Insgesamt,Anzahl,SR031,943
Statistische Region Hannover,2013,Ausländerinnen und Ausländer,Insgesamt,Anzahl,SR032,1672
Statistische Region Lüneburg,2013,Ausländerinnen und Ausländer,Insgesamt,Anzahl,SR033,677
Statistische Region Weser-Ems,2013,Ausländerinnen und Ausländer,Insgesamt,Anzahl,SR034,1342
Niedersachsen,2013,Ausländerinnen und Ausländer,Insgesamt,Anzahl,SR030,4634
Statistische Region Braunschweig,2012,Ausländerinnen und Ausländer,Insgesamt,Anzahl,SR031,1028
Statistische Region Hannover,2012,Ausländerinnen und Ausländer,Insgesamt,Anzahl,SR032,1902
Statistische Region Lüneburg,2012,Ausländerinnen und Ausländer,Insgesamt,Anzahl,SR033,772
Statistische Region Weser-Ems,2012,Ausländerinnen und Ausländer,Insgesamt,Anzahl,SR034,1428
Niedersachsen,2012,Ausländerinnen und Ausländer,Insgesamt,Anzahl,SR030,5130
Statistische Region Braunschweig,2011,Ausländerinnen und Ausländer,Insgesamt,Anzahl,SR031,1087
Statistische Region Hannover,2011,Ausländerinnen und Ausländer,Insgesamt,Anzahl,SR032,1988
Statistische Region Lüneburg,2011,Ausländerinnen und Ausländer,Insgesamt,Anzahl,SR033,862
Statistische Region Weser-Ems,2011,Ausländerinnen und Ausländer,Insgesamt,Anzahl,SR034,1565
Niedersachsen,2011,Ausländerinnen und Ausländer,Insgesamt,Anzahl,SR030,5502
Statistische Region Braunschweig,2010,Ausländerinnen und Ausländer,Insgesamt,Anzahl,SR031,1147
Statistische Region Hannover,2010,Ausländerinnen und Ausländer,Insgesamt,Anzahl,SR032,1987
Statistische Region Lüneburg,2010,Ausländerinnen und Ausländer,Insgesamt,Anzahl,SR033,821
Statistische Region Weser-Ems,2010,Ausländerinnen und Ausländer,Insgesamt,Anzahl,SR034,1439
Niedersachsen,2010,Ausländerinnen und Ausländer,Insgesamt,Anzahl,SR030,5394
Statistische Region Braunschweig,2005,Ausländerinnen und Ausländer,Insgesamt,Anzahl,SR031,1401
Statistische Region Hannover,2005,Ausländerinnen und Ausländer,Insgesamt,Anzahl,SR032,2387
Statistische Region Lüneburg,2005,Ausländerinnen und Ausländer,Insgesamt,Anzahl,SR033,1064
Statistische Region Weser-Ems,2005,Ausländerinnen und Ausländer,Insgesamt,Anzahl,SR034,1681
Niedersachsen,2005,Ausländerinnen und Ausländer,Insgesamt,Anzahl,SR030,6533
