AGS,Year,Gebietseinheit,Aufenthaltsdauer,Geschlecht,GeoCode,Value
257,2019,"Schaumburg",1 - 4,Insgesamt,K03257,3305
2,2019,"Statistische Region Hannover",1 - 4,Insgesamt,K032,55965
351,2019,"Celle",1 - 4,Insgesamt,K03351,3245
352,2019,"Cuxhaven",1 - 4,Insgesamt,K03352,2690
353,2019,"Harburg",1 - 4,Insgesamt,K03353,4295
354,2019,"Lüchow-Dannenberg",1 - 4,Insgesamt,K03354,605
355,2019,"Lüneburg",1 - 4,Insgesamt,K03355,3080
356,2019,"Osterholz",1 - 4,Insgesamt,K03356,1160
357,2019,"Rotenburg (Wümme)",1 - 4,Insgesamt,K03357,2625
358,2019,"Heidekreis",1 - 4,Insgesamt,K03358,2945
359,2019,"Stade",1 - 4,Insgesamt,K03359,4975
360,2019,"Uelzen",1 - 4,Insgesamt,K03360,1305
361,2019,"Verden",1 - 4,Insgesamt,K03361,2260
3,2019,"Statistische Region Lüneburg",1 - 4,Insgesamt,K033,29185
401,2019,"Delmenhorst, Stadt",1 - 4,Insgesamt,K03401,3310
402,2019,"Emden, Stadt",1 - 4,Insgesamt,K03402,1510
403,2019,"Oldenburg (Oldb), Stadt",1 - 4,Insgesamt,K03403,4695
404,2019,"Osnabrück, Stadt",1 - 4,Insgesamt,K03404,5770
405,2019,"Wilhelmshaven, Stadt",1 - 4,Insgesamt,K03405,2405
451,2019,"Ammerland",1 - 4,Insgesamt,K03451,2205
452,2019,"Aurich",1 - 4,Insgesamt,K03452,3000
453,2019,"Cloppenburg",1 - 4,Insgesamt,K03453,5625
454,2019,"Emsland",1 - 4,Insgesamt,K03454,11345
455,2019,"Friesland",1 - 4,Insgesamt,K03455,955
456,2019,"Grafschaft Bentheim",1 - 4,Insgesamt,K03456,3920
457,2019,"Leer",1 - 4,Insgesamt,K03457,3700
458,2019,"Oldenburg",1 - 4,Insgesamt,K03458,3660
459,2019,"Osnabrück",1 - 4,Insgesamt,K03459,8430
460,2019,"Vechta",1 - 4,Insgesamt,K03460,5055
461,2019,"Wesermarsch",1 - 4,Insgesamt,K03461,1720
462,2019,"Wittmund",1 - 4,Insgesamt,K03462,695
4,2019,"Statistische Region Weser-Ems",1 - 4,Insgesamt,K034,68015
0,2019,"Niedersachsen",1 - 4,Insgesamt,,191145
101,2018,"Braunschweig, Stadt",1 - 4,Insgesamt,K03101,7540
102,2018,"Salzgitter, Stadt",1 - 4,Insgesamt,K03102,7370
103,2018,"Wolfsburg, Stadt",1 - 4,Insgesamt,K03103,4895
151,2018,"Gifhorn",1 - 4,Insgesamt,K03151,3395
153,2018,"Goslar",1 - 4,Insgesamt,K03153,4925
154,2018,"Helmstedt",1 - 4,Insgesamt,K03154,2165
155,2018,"Northeim",1 - 4,Insgesamt,K03155,3050
157,2018,"Peine",1 - 4,Insgesamt,K03157,3435
158,2018,"Wolfenbüttel",1 - 4,Insgesamt,K03158,2505
159,2018,"Göttingen",1 - 4,Insgesamt,K03159,9680
1,2018,"Statistische Region Braunschweig",1 - 4,Insgesamt,K031,48955
241,2018,"Region Hannover",1 - 4,Insgesamt,K03241,47870
241001,2018,"dav. Hannover, Lhst.",1 - 4,Insgesamt,K03241001,26805
241999,2018,"dav. Hannover, Umland",1 - 4,Insgesamt,K03241999,21065
251,2018,"Diepholz",1 - 4,Insgesamt,K03251,6020
252,2018,"Hameln-Pyrmont",1 - 4,Insgesamt,K03252,5020
254,2018,"Hildesheim",1 - 4,Insgesamt,K03254,7465
255,2018,"Holzminden",1 - 4,Insgesamt,K03255,1390
256,2018,"Nienburg (Weser)",1 - 4,Insgesamt,K03256,4005
257,2018,"Schaumburg",1 - 4,Insgesamt,K03257,4570
2,2018,"Statistische Region Hannover",1 - 4,Insgesamt,K032,76335
351,2018,"Celle",1 - 4,Insgesamt,K03351,5030
352,2018,"Cuxhaven",1 - 4,Insgesamt,K03352,4195
353,2018,"Harburg",1 - 4,Insgesamt,K03353,5200
354,2018,"Lüchow-Dannenberg",1 - 4,Insgesamt,K03354,870
355,2018,"Lüneburg",1 - 4,Insgesamt,K03355,4865
356,2018,"Osterholz",1 - 4,Insgesamt,K03356,1955
357,2018,"Rotenburg (Wümme)",1 - 4,Insgesamt,K03357,3670
358,2018,"Heidekreis",1 - 4,Insgesamt,K03358,3715
359,2018,"Stade",1 - 4,Insgesamt,K03359,6845
360,2018,"Uelzen",1 - 4,Insgesamt,K03360,1965
361,2018,"Verden",1 - 4,Insgesamt,K03361,3575
3,2018,"Statistische Region Lüneburg",1 - 4,Insgesamt,K033,41880
401,2018,"Delmenhorst, Stadt",1 - 4,Insgesamt,K03401,4715
402,2018,"Emden, Stadt",1 - 4,Insgesamt,K03402,2200
403,2018,"Oldenburg (Oldb), Stadt",1 - 4,Insgesamt,K03403,6330
404,2018,"Osnabrück, Stadt",1 - 4,Insgesamt,K03404,7625
405,2018,"Wilhelmshaven, Stadt",1 - 4,Insgesamt,K03405,3840
451,2018,"Ammerland",1 - 4,Insgesamt,K03451,3135
452,2018,"Aurich",1 - 4,Insgesamt,K03452,4320
453,2018,"Cloppenburg",1 - 4,Insgesamt,K03453,7000
454,2018,"Emsland",1 - 4,Insgesamt,K03454,13440
455,2018,"Friesland",1 - 4,Insgesamt,K03455,1895
456,2018,"Grafschaft Bentheim",1 - 4,Insgesamt,K03456,4810
457,2018,"Leer",1 - 4,Insgesamt,K03457,4590
458,2018,"Oldenburg",1 - 4,Insgesamt,K03458,4380
459,2018,"Osnabrück",1 - 4,Insgesamt,K03459,9345
460,2018,"Vechta",1 - 4,Insgesamt,K03460,6385
461,2018,"Wesermarsch",1 - 4,Insgesamt,K03461,2400
462,2018,"Wittmund",1 - 4,Insgesamt,K03462,945
4,2018,"Statistische Region Weser-Ems",1 - 4,Insgesamt,K034,87355
0,2018,"Niedersachsen",1 - 4,Insgesamt,,254530
101,2017,"Braunschweig, Stadt",1 - 4,Insgesamt,K03101,7475
102,2017,"Salzgitter, Stadt",1 - 4,Insgesamt,K03102,7010
103,2017,"Wolfsburg, Stadt",1 - 4,Insgesamt,K03103,5060
151,2017,"Gifhorn",1 - 4,Insgesamt,K03151,3295
153,2017,"Goslar",1 - 4,Insgesamt,K03153,4855
154,2017,"Helmstedt",1 - 4,Insgesamt,K03154,2265
155,2017,"Northeim",1 - 4,Insgesamt,K03155,2965
157,2017,"Peine",1 - 4,Insgesamt,K03157,3360
158,2017,"Wolfenbüttel",1 - 4,Insgesamt,K03158,2730
159,2017,"Göttingen",1 - 4,Insgesamt,K03159,9585
1,2017,"Statistische Region Braunschweig",1 - 4,Insgesamt,K031,48590
241,2017,"Region Hannover",1 - 4,Insgesamt,K03241,48200
241001,2017,"dav. Hannover, Lhst.",1 - 4,Insgesamt,K03241001,27325
241999,2017,"dav. Hannover, Umland",1 - 4,Insgesamt,K03241999,20875
251,2017,"Diepholz",1 - 4,Insgesamt,K03251,5830
252,2017,"Hameln-Pyrmont",1 - 4,Insgesamt,K03252,4755
254,2017,"Hildesheim",1 - 4,Insgesamt,K03254,7245
255,2017,"Holzminden",1 - 4,Insgesamt,K03255,1460
256,2017,"Nienburg (Weser)",1 - 4,Insgesamt,K03256,3935
257,2017,"Schaumburg",1 - 4,Insgesamt,K03257,4300
2,2017,"Statistische Region Hannover",1 - 4,Insgesamt,K032,75725
351,2017,"Celle",1 - 4,Insgesamt,K03351,4995
352,2017,"Cuxhaven",1 - 4,Insgesamt,K03352,4485
353,2017,"Harburg",1 - 4,Insgesamt,K03353,5250
354,2017,"Lüchow-Dannenberg",1 - 4,Insgesamt,K03354,1005
355,2017,"Lüneburg",1 - 4,Insgesamt,K03355,4755
356,2017,"Osterholz",1 - 4,Insgesamt,K03356,2115
357,2017,"Rotenburg (Wümme)",1 - 4,Insgesamt,K03357,3695
358,2017,"Heidekreis",1 - 4,Insgesamt,K03358,3785
359,2017,"Stade",1 - 4,Insgesamt,K03359,6610
360,2017,"Uelzen",1 - 4,Insgesamt,K03360,2045
361,2017,"Verden",1 - 4,Insgesamt,K03361,3500
3,2017,"Statistische Region Lüneburg",1 - 4,Insgesamt,K033,42240
401,2017,"Delmenhorst, Stadt",1 - 4,Insgesamt,K03401,4550
402,2017,"Emden, Stadt",1 - 4,Insgesamt,K03402,2275
403,2017,"Oldenburg (Oldb), Stadt",1 - 4,Insgesamt,K03403,5955
404,2017,"Osnabrück, Stadt",1 - 4,Insgesamt,K03404,7490
405,2017,"Wilhelmshaven, Stadt",1 - 4,Insgesamt,K03405,3610
451,2017,"Ammerland",1 - 4,Insgesamt,K03451,3150
452,2017,"Aurich",1 - 4,Insgesamt,K03452,4635
453,2017,"Cloppenburg",1 - 4,Insgesamt,K03453,6765
454,2017,"Emsland",1 - 4,Insgesamt,K03454,13110
455,2017,"Friesland",1 - 4,Insgesamt,K03455,2035
456,2017,"Grafschaft Bentheim",1 - 4,Insgesamt,K03456,4915
457,2017,"Leer",1 - 4,Insgesamt,K03457,4615
458,2017,"Oldenburg",1 - 4,Insgesamt,K03458,4610
459,2017,"Osnabrück",1 - 4,Insgesamt,K03459,9275
460,2017,"Vechta",1 - 4,Insgesamt,K03460,6490
461,2017,"Wesermarsch",1 - 4,Insgesamt,K03461,2515
462,2017,"Wittmund",1 - 4,Insgesamt,K03462,1035
4,2017,"Statistische Region Weser-Ems",1 - 4,Insgesamt,K034,87020
0,2017,"Niedersachsen",1 - 4,Insgesamt,,253580
101,2016,"Braunschweig, Stadt",1 - 4,Insgesamt,K03101,6910
102,2016,"Salzgitter, Stadt",1 - 4,Insgesamt,K03102,5295
103,2016,"Wolfsburg, Stadt",1 - 4,Insgesamt,K03103,4895
151,2016,"Gifhorn",1 - 4,Insgesamt,K03151,2530
153,2016,"Goslar",1 - 4,Insgesamt,K03153,3895
154,2016,"Helmstedt",1 - 4,Insgesamt,K03154,2150
155,2016,"Northeim",1 - 4,Insgesamt,K03155,2675
157,2016,"Peine",1 - 4,Insgesamt,K03157,2870
158,2016,"Wolfenbüttel",1 - 4,Insgesamt,K03158,2590
159,2016,"Göttingen",1 - 4,Insgesamt,K03159,8800
1,2016,"Statistische Region Braunschweig",1 - 4,Insgesamt,K031,42615
241,2016,"Region Hannover",1 - 4,Insgesamt,K03241,45160
241001,2016,"dav. Hannover, Lhst.",1 - 4,Insgesamt,K03241001,26600
241999,2016,"dav. Hannover, Umland",1 - 4,Insgesamt,K03241999,18560
251,2016,"Diepholz",1 - 4,Insgesamt,K03251,5315
252,2016,"Hameln-Pyrmont",1 - 4,Insgesamt,K03252,4215
254,2016,"Hildesheim",1 - 4,Insgesamt,K03254,6715
255,2016,"Holzminden",1 - 4,Insgesamt,K03255,1290
256,2016,"Nienburg (Weser)",1 - 4,Insgesamt,K03256,3280
257,2016,"Schaumburg",1 - 4,Insgesamt,K03257,3635
2,2016,"Statistische Region Hannover",1 - 4,Insgesamt,K032,69610
351,2016,"Celle",1 - 4,Insgesamt,K03351,4190
352,2016,"Cuxhaven",1 - 4,Insgesamt,K03352,4195
353,2016,"Harburg",1 - 4,Insgesamt,K03353,4345
354,2016,"Lüchow-Dannenberg",1 - 4,Insgesamt,K03354,1160
355,2016,"Lüneburg",1 - 4,Insgesamt,K03355,4510
356,2016,"Osterholz",1 - 4,Insgesamt,K03356,2005
357,2016,"Rotenburg (Wümme)",1 - 4,Insgesamt,K03357,3710
358,2016,"Heidekreis",1 - 4,Insgesamt,K03358,3720
359,2016,"Stade",1 - 4,Insgesamt,K03359,6155
360,2016,"Uelzen",1 - 4,Insgesamt,K03360,1895
361,2016,"Verden",1 - 4,Insgesamt,K03361,3215
3,2016,"Statistische Region Lüneburg",1 - 4,Insgesamt,K033,39095
401,2016,"Delmenhorst, Stadt",1 - 4,Insgesamt,K03401,3745
402,2016,"Emden, Stadt",1 - 4,Insgesamt,K03402,2115
403,2016,"Oldenburg (Oldb), Stadt",1 - 4,Insgesamt,K03403,5225
404,2016,"Osnabrück, Stadt",1 - 4,Insgesamt,K03404,6390
405,2016,"Wilhelmshaven, Stadt",1 - 4,Insgesamt,K03405,2680
451,2016,"Ammerland",1 - 4,Insgesamt,K03451,2635
452,2016,"Aurich",1 - 4,Insgesamt,K03452,4385
453,2016,"Cloppenburg",1 - 4,Insgesamt,K03453,6085
454,2016,"Emsland",1 - 4,Insgesamt,K03454,11755
455,2016,"Friesland",1 - 4,Insgesamt,K03455,2010
456,2016,"Grafschaft Bentheim",1 - 4,Insgesamt,K03456,5020
457,2016,"Leer",1 - 4,Insgesamt,K03457,4180
458,2016,"Oldenburg",1 - 4,Insgesamt,K03458,4100
459,2016,"Osnabrück",1 - 4,Insgesamt,K03459,7535
460,2016,"Vechta",1 - 4,Insgesamt,K03460,5770
461,2016,"Wesermarsch",1 - 4,Insgesamt,K03461,2270
462,2016,"Wittmund",1 - 4,Insgesamt,K03462,1000
4,2016,"Statistische Region Weser-Ems",1 - 4,Insgesamt,K034,76900
0,2016,"Niedersachsen",1 - 4,Insgesamt,,228225
101,2015,"Braunschweig, Stadt",1 - 4,Insgesamt,K03101,5001
102,2015,"Salzgitter, Stadt",1 - 4,Insgesamt,K03102,2453
103,2015,"Wolfsburg, Stadt",1 - 4,Insgesamt,K03103,3547
151,2015,"Gifhorn",1 - 4,Insgesamt,K03151,1859
153,2015,"Goslar",1 - 4,Insgesamt,K03153,2216
154,2015,"Helmstedt",1 - 4,Insgesamt,K03154,1020
155,2015,"Northeim",1 - 4,Insgesamt,K03155,1297
157,2015,"Peine",1 - 4,Insgesamt,K03157,1535
158,2015,"Wolfenbüttel",1 - 4,Insgesamt,K03158,1372
159,2015,"Göttingen",1 - 4,Insgesamt,K03159,5670
1,2015,"Statistische Region Braunschweig",1 - 4,Insgesamt,K031,25970
241,2015,"Region Hannover",1 - 4,Insgesamt,K03241,31201
241001,2015,"dav. Hannover, Lhst.",1 - 4,Insgesamt,K03241001,20728
241999,2015,"dav. Hannover, Umland",1 - 4,Insgesamt,K03241999,10473
251,2015,"Diepholz",1 - 4,Insgesamt,K03251,3650
252,2015,"Hameln-Pyrmont",1 - 4,Insgesamt,K03252,2083
254,2015,"Hildesheim",1 - 4,Insgesamt,K03254,3634
255,2015,"Holzminden",1 - 4,Insgesamt,K03255,391
256,2015,"Nienburg (Weser)",1 - 4,Insgesamt,K03256,1545
257,2015,"Schaumburg",1 - 4,Insgesamt,K03257,1777
2,2015,"Statistische Region Hannover",1 - 4,Insgesamt,K032,44281
351,2015,"Celle",1 - 4,Insgesamt,K03351,2273
352,2015,"Cuxhaven",1 - 4,Insgesamt,K03352,2151
353,2015,"Harburg",1 - 4,Insgesamt,K03353,2098
354,2015,"Lüchow-Dannenberg",1 - 4,Insgesamt,K03354,795
355,2015,"Lüneburg",1 - 4,Insgesamt,K03355,2326
356,2015,"Osterholz",1 - 4,Insgesamt,K03356,1207
357,2015,"Rotenburg (Wümme)",1 - 4,Insgesamt,K03357,1983
358,2015,"Heidekreis",1 - 4,Insgesamt,K03358,2104
359,2015,"Stade",1 - 4,Insgesamt,K03359,3391
360,2015,"Uelzen",1 - 4,Insgesamt,K03360,1099
361,2015,"Verden",1 - 4,Insgesamt,K03361,1504
3,2015,"Statistische Region Lüneburg",1 - 4,Insgesamt,K033,20931
401,2015,"Delmenhorst, Stadt",1 - 4,Insgesamt,K03401,2185
402,2015,"Emden, Stadt",1 - 4,Insgesamt,K03402,1382
403,2015,"Oldenburg (Oldb), Stadt",1 - 4,Insgesamt,K03403,3091
404,2015,"Osnabrück, Stadt",1 - 4,Insgesamt,K03404,4160
405,2015,"Wilhelmshaven, Stadt",1 - 4,Insgesamt,K03405,1441
451,2015,"Ammerland",1 - 4,Insgesamt,K03451,1487
452,2015,"Aurich",1 - 4,Insgesamt,K03452,2748
453,2015,"Cloppenburg",1 - 4,Insgesamt,K03453,4254
454,2015,"Emsland",1 - 4,Insgesamt,K03454,7965
455,2015,"Friesland",1 - 4,Insgesamt,K03455,825
456,2015,"Grafschaft Bentheim",1 - 4,Insgesamt,K03456,3539
457,2015,"Leer",1 - 4,Insgesamt,K03457,2505
458,2015,"Oldenburg",1 - 4,Insgesamt,K03458,2749
459,2015,"Osnabrück",1 - 4,Insgesamt,K03459,5316
460,2015,"Vechta",1 - 4,Insgesamt,K03460,3961
461,2015,"Wesermarsch",1 - 4,Insgesamt,K03461,1159
462,2015,"Wittmund",1 - 4,Insgesamt,K03462,644
4,2015,"Statistische Region Weser-Ems",1 - 4,Insgesamt,K034,49411
0,2015,"Niedersachsen",1 - 4,Insgesamt,,140593
101,2014,"Braunschweig, Stadt",1 - 4,Insgesamt,K03101,4294
102,2014,"Salzgitter, Stadt",1 - 4,Insgesamt,K03102,1372
103,2014,"Wolfsburg, Stadt",1 - 4,Insgesamt,K03103,2743
151,2014,"Gifhorn",1 - 4,Insgesamt,K03151,1441
153,2014,"Goslar",1 - 4,Insgesamt,K03153,1676
154,2014,"Helmstedt",1 - 4,Insgesamt,K03154,659
155,2014,"Northeim",1 - 4,Insgesamt,K03155,951
157,2014,"Peine",1 - 4,Insgesamt,K03157,1107
158,2014,"Wolfenbüttel",1 - 4,Insgesamt,K03158,947
159,2014,"Göttingen",1 - 4,Insgesamt,K03159,4316
1,2014,"Statistische Region Braunschweig",1 - 4,Insgesamt,K031,19506
241,2014,"Region Hannover",1 - 4,Insgesamt,K03241,23705
241001,2014,"dav. Hannover, Lhst.",1 - 4,Insgesamt,K03241001,16171
241999,2014,"dav. Hannover, Umland",1 - 4,Insgesamt,K03241999,7534
251,2014,"Diepholz",1 - 4,Insgesamt,K03251,2713
252,2014,"Hameln-Pyrmont",1 - 4,Insgesamt,K03252,1477
254,2014,"Hildesheim",1 - 4,Insgesamt,K03254,2664
255,2014,"Holzminden",1 - 4,Insgesamt,K03255,398
256,2014,"Nienburg (Weser)",1 - 4,Insgesamt,K03256,1190
257,2014,"Schaumburg",1 - 4,Insgesamt,K03257,1255
2,2014,"Statistische Region Hannover",1 - 4,Insgesamt,K032,33402
351,2014,"Celle",1 - 4,Insgesamt,K03351,1611
352,2014,"Cuxhaven",1 - 4,Insgesamt,K03352,1534
353,2014,"Harburg",1 - 4,Insgesamt,K03353,1520
354,2014,"Lüchow-Dannenberg",1 - 4,Insgesamt,K03354,554
355,2014,"Lüneburg",1 - 4,Insgesamt,K03355,1688
356,2014,"Osterholz",1 - 4,Insgesamt,K03356,839
357,2014,"Rotenburg (Wümme)",1 - 4,Insgesamt,K03357,1475
358,2014,"Heidekreis",1 - 4,Insgesamt,K03358,1619
359,2014,"Stade",1 - 4,Insgesamt,K03359,2722
360,2014,"Uelzen",1 - 4,Insgesamt,K03360,742
361,2014,"Verden",1 - 4,Insgesamt,K03361,1129
3,2014,"Statistische Region Lüneburg",1 - 4,Insgesamt,K033,15433
401,2014,"Delmenhorst, Stadt",1 - 4,Insgesamt,K03401,1405
402,2014,"Emden, Stadt",1 - 4,Insgesamt,K03402,1100
403,2014,"Oldenburg (Oldb), Stadt",1 - 4,Insgesamt,K03403,2485
404,2014,"Osnabrück, Stadt",1 - 4,Insgesamt,K03404,3035
405,2014,"Wilhelmshaven, Stadt",1 - 4,Insgesamt,K03405,1028
451,2014,"Ammerland",1 - 4,Insgesamt,K03451,1159
452,2014,"Aurich",1 - 4,Insgesamt,K03452,1822
453,2014,"Cloppenburg",1 - 4,Insgesamt,K03453,3644
454,2014,"Emsland",1 - 4,Insgesamt,K03454,6480
455,2014,"Friesland",1 - 4,Insgesamt,K03455,567
456,2014,"Grafschaft Bentheim",1 - 4,Insgesamt,K03456,3048
457,2014,"Leer",1 - 4,Insgesamt,K03457,1928
458,2014,"Oldenburg",1 - 4,Insgesamt,K03458,2196
459,2014,"Osnabrück",1 - 4,Insgesamt,K03459,4193
460,2014,"Vechta",1 - 4,Insgesamt,K03460,3173
461,2014,"Wesermarsch",1 - 4,Insgesamt,K03461,745
462,2014,"Wittmund",1 - 4,Insgesamt,K03462,478
4,2014,"Statistische Region Weser-Ems",1 - 4,Insgesamt,K034,38486
0,2014,"Niedersachsen",1 - 4,Insgesamt,,106827
101,2013,"Braunschweig, Stadt",1 - 4,Insgesamt,K03101,3556
102,2013,"Salzgitter, Stadt",1 - 4,Insgesamt,K03102,931
103,2013,"Wolfsburg, Stadt",1 - 4,Insgesamt,K03103,1845
151,2013,"Gifhorn",1 - 4,Insgesamt,K03151,976
153,2013,"Goslar",1 - 4,Insgesamt,K03153,1417
154,2013,"Helmstedt",1 - 4,Insgesamt,K03154,443
155,2013,"Northeim",1 - 4,Insgesamt,K03155,708
157,2013,"Peine",1 - 4,Insgesamt,K03157,833
158,2013,"Wolfenbüttel",1 - 4,Insgesamt,K03158,679
159,2013,"Göttingen",1 - 4,Insgesamt,K03159,3496
1,2013,"Statistische Region Braunschweig",1 - 4,Insgesamt,K031,14884
241,2013,"Region Hannover",1 - 4,Insgesamt,K03241,18463
241001,2013,"dav. Hannover, Lhst.",1 - 4,Insgesamt,K03241001,13003
241999,2013,"dav. Hannover, Umland",1 - 4,Insgesamt,K03241999,5460
251,2013,"Diepholz",1 - 4,Insgesamt,K03251,1877
252,2013,"Hameln-Pyrmont",1 - 4,Insgesamt,K03252,1152
254,2013,"Hildesheim",1 - 4,Insgesamt,K03254,2079
255,2013,"Holzminden",1 - 4,Insgesamt,K03255,355
256,2013,"Nienburg (Weser)",1 - 4,Insgesamt,K03256,860
257,2013,"Schaumburg",1 - 4,Insgesamt,K03257,935
2,2013,"Statistische Region Hannover",1 - 4,Insgesamt,K032,25721
351,2013,"Celle",1 - 4,Insgesamt,K03351,1255
352,2013,"Cuxhaven",1 - 4,Insgesamt,K03352,1225
353,2013,"Harburg",1 - 4,Insgesamt,K03353,1453
354,2013,"Lüchow-Dannenberg",1 - 4,Insgesamt,K03354,402
355,2013,"Lüneburg",1 - 4,Insgesamt,K03355,1131
356,2013,"Osterholz",1 - 4,Insgesamt,K03356,663
357,2013,"Rotenburg (Wümme)",1 - 4,Insgesamt,K03357,1122
358,2013,"Heidekreis",1 - 4,Insgesamt,K03358,1342
359,2013,"Stade",1 - 4,Insgesamt,K03359,2071
360,2013,"Uelzen",1 - 4,Insgesamt,K03360,478
361,2013,"Verden",1 - 4,Insgesamt,K03361,904
3,2013,"Statistische Region Lüneburg",1 - 4,Insgesamt,K033,12046
401,2013,"Delmenhorst, Stadt",1 - 4,Insgesamt,K03401,1014
402,2013,"Emden, Stadt",1 - 4,Insgesamt,K03402,725
403,2013,"Oldenburg (Oldb), Stadt",1 - 4,Insgesamt,K03403,2182
404,2013,"Osnabrück, Stadt",1 - 4,Insgesamt,K03404,2613
405,2013,"Wilhelmshaven, Stadt",1 - 4,Insgesamt,K03405,889
451,2013,"Ammerland",1 - 4,Insgesamt,K03451,937
452,2013,"Aurich",1 - 4,Insgesamt,K03452,1181
453,2013,"Cloppenburg",1 - 4,Insgesamt,K03453,3102
454,2013,"Emsland",1 - 4,Insgesamt,K03454,5460
455,2013,"Friesland",1 - 4,Insgesamt,K03455,393
456,2013,"Grafschaft Bentheim",1 - 4,Insgesamt,K03456,2846
457,2013,"Leer",1 - 4,Insgesamt,K03457,1706
458,2013,"Oldenburg",1 - 4,Insgesamt,K03458,1755
459,2013,"Osnabrück",1 - 4,Insgesamt,K03459,3401
460,2013,"Vechta",1 - 4,Insgesamt,K03460,2629
461,2013,"Wesermarsch",1 - 4,Insgesamt,K03461,571
462,2013,"Wittmund",1 - 4,Insgesamt,K03462,350
4,2013,"Statistische Region Weser-Ems",1 - 4,Insgesamt,K034,31754
0,2013,"Niedersachsen",1 - 4,Insgesamt,,84405
101,2012,"Braunschweig, Stadt",1 - 4,Insgesamt,K03101,2751
102,2012,"Salzgitter, Stadt",1 - 4,Insgesamt,K03102,674
103,2012,"Wolfsburg, Stadt",1 - 4,Insgesamt,K03103,1352
151,2012,"Gifhorn",1 - 4,Insgesamt,K03151,754
153,2012,"Goslar",1 - 4,Insgesamt,K03153,1121
154,2012,"Helmstedt",1 - 4,Insgesamt,K03154,341
155,2012,"Northeim",1 - 4,Insgesamt,K03155,533
157,2012,"Peine",1 - 4,Insgesamt,K03157,611
158,2012,"Wolfenbüttel",1 - 4,Insgesamt,K03158,555
159,2012,"Göttingen",1 - 4,Insgesamt,K03159,2708
1,2012,"Statistische Region Braunschweig",1 - 4,Insgesamt,K031,11400
241,2012,"Region Hannover",1 - 4,Insgesamt,K03241,14296
241001,2012,"dav. Hannover, Lhst.",1 - 4,Insgesamt,K03241001,10293
241999,2012,"dav. Hannover, Umland",1 - 4,Insgesamt,K03241999,4003
251,2012,"Diepholz",1 - 4,Insgesamt,K03251,1234
252,2012,"Hameln-Pyrmont",1 - 4,Insgesamt,K03252,978
254,2012,"Hildesheim",1 - 4,Insgesamt,K03254,1712
255,2012,"Holzminden",1 - 4,Insgesamt,K03255,289
256,2012,"Nienburg (Weser)",1 - 4,Insgesamt,K03256,646
257,2012,"Schaumburg",1 - 4,Insgesamt,K03257,748
2,2012,"Statistische Region Hannover",1 - 4,Insgesamt,K032,19903
351,2012,"Celle",1 - 4,Insgesamt,K03351,987
352,2012,"Cuxhaven",1 - 4,Insgesamt,K03352,803
353,2012,"Harburg",1 - 4,Insgesamt,K03353,1534
354,2012,"Lüchow-Dannenberg",1 - 4,Insgesamt,K03354,277
355,2012,"Lüneburg",1 - 4,Insgesamt,K03355,883
356,2012,"Osterholz",1 - 4,Insgesamt,K03356,483
357,2012,"Rotenburg (Wümme)",1 - 4,Insgesamt,K03357,829
358,2012,"Heidekreis",1 - 4,Insgesamt,K03358,1006
359,2012,"Stade",1 - 4,Insgesamt,K03359,1540
360,2012,"Uelzen",1 - 4,Insgesamt,K03360,356
361,2012,"Verden",1 - 4,Insgesamt,K03361,662
3,2012,"Statistische Region Lüneburg",1 - 4,Insgesamt,K033,9360
401,2012,"Delmenhorst, Stadt",1 - 4,Insgesamt,K03401,771
402,2012,"Emden, Stadt",1 - 4,Insgesamt,K03402,466
403,2012,"Oldenburg (Oldb), Stadt",1 - 4,Insgesamt,K03403,1833
404,2012,"Osnabrück, Stadt",1 - 4,Insgesamt,K03404,2083
405,2012,"Wilhelmshaven, Stadt",1 - 4,Insgesamt,K03405,866
451,2012,"Ammerland",1 - 4,Insgesamt,K03451,738
452,2012,"Aurich",1 - 4,Insgesamt,K03452,893
453,2012,"Cloppenburg",1 - 4,Insgesamt,K03453,2846
454,2012,"Emsland",1 - 4,Insgesamt,K03454,4531
455,2012,"Friesland",1 - 4,Insgesamt,K03455,331
456,2012,"Grafschaft Bentheim",1 - 4,Insgesamt,K03456,2572
457,2012,"Leer",1 - 4,Insgesamt,K03457,1578
458,2012,"Oldenburg",1 - 4,Insgesamt,K03458,1559
459,2012,"Osnabrück",1 - 4,Insgesamt,K03459,2687
460,2012,"Vechta",1 - 4,Insgesamt,K03460,2245
461,2012,"Wesermarsch",1 - 4,Insgesamt,K03461,460
462,2012,"Wittmund",1 - 4,Insgesamt,K03462,263
4,2012,"Statistische Region Weser-Ems",1 - 4,Insgesamt,K034,26722
0,2012,"Niedersachsen",1 - 4,Insgesamt,,67385
101,2011,"Braunschweig, Stadt",1 - 4,Insgesamt,K03101,2261
102,2011,"Salzgitter, Stadt",1 - 4,Insgesamt,K03102,530
103,2011,"Wolfsburg, Stadt",1 - 4,Insgesamt,K03103,1090
151,2011,"Gifhorn",1 - 4,Insgesamt,K03151,580
153,2011,"Goslar",1 - 4,Insgesamt,K03153,1011
154,2011,"Helmstedt",1 - 4,Insgesamt,K03154,295
155,2011,"Northeim",1 - 4,Insgesamt,K03155,440
157,2011,"Peine",1 - 4,Insgesamt,K03157,450
158,2011,"Wolfenbüttel",1 - 4,Insgesamt,K03158,444
159,2011,"Göttingen",1 - 4,Insgesamt,K03159,2354
