Year,Fächergruppe,Nationalität,Geschlecht,Units,Value,,,
2022,"Fächerguppen zusammen",Deutsche,Insgesamt,%,100,,,
2023,"Geisteswissenschaften",Deutsche,Insgesamt,%,10.005837143691,,,
2023,"Sport",Deutsche,Insgesamt,%,1.04095729156533,,,
2023,"Rechts-, Wirtschafts-, Sozialwissenschaften",Deutsche,Insgesamt,%,39.9747057106722,,,
2023,"Mathematik, Naturwissenschaften",Deutsche,Insgesamt,%,10.1177157311022,,,
2023,"Humanmedizin, Gesundheitswissenschaften",Deutsche,Insgesamt,%,6.89269384181341,,,
2023,"Agrar-, Forst-, Ernährungswissenschaften, Veterinärmedizin",Deutsche,Insgesamt,%,5.37503648214807,,,
2023,"Ingenieurwissenschaften",Deutsche,Insgesamt,%,22.842688977527,,,
2023,"Kunst, Kunstwissenschaften",Deutsche,Insgesamt,%,3.75036482148069,,,
2023,"Fächerguppen zusammen",Deutsche,Insgesamt,%,100,,,
2024,"Geisteswissenschaften",Deutsche,Insgesamt,%,10.0502755486803,,,
2024,"Sport",Deutsche,Insgesamt,%,1.05868703470947,,,
2024,"Rechts-, Wirtschafts-, Sozialwissenschaften",Deutsche,Insgesamt,%,40.3751329401528,,,
2024,"Mathematik, Naturwissenschaften",Deutsche,Insgesamt,%,9.83757130426375,,,
2024,"Humanmedizin, Gesundheitswissenschaften",Deutsche,Insgesamt,%,7.31895968287731,,,
2024,"Agrar-, Forst-, Ernährungswissenschaften, Veterinärmedizin",Deutsche,Insgesamt,%,5.72851203712656,,,
2024,"Ingenieurwissenschaften",Deutsche,Insgesamt,%,21.9955525476167,,,
2024,"Kunst, Kunstwissenschaften",Deutsche,Insgesamt,%,3.63530890457314,,,
2024,"Fächerguppen zusammen",Deutsche,Insgesamt,%,100,,,
2013,"Geisteswissenschaften",Deutsche,Männer,%,7.19417475728155,,,
2013,"Sport",Deutsche,Männer,%,1.25242718446602,,,
2013,"Rechts-, Wirtschafts-, Sozialwissenschaften",Deutsche,Männer,%,28.1359223300971,,,
2013,"Mathematik, Natruwissenschaften",Deutsche,Männer,%,16.1165048543689,,,
2013,"Humanmedizin, Gesundheitswissenschaften",Deutsche,Männer,%,3.29126213592233,,,
2013,"Agrar-, Forst-, Ernährungswissenschaften, Veterinärmedizin",Deutsche,Männer,%,4.51456310679612,,,
2013,"Ingenieurwissenschaften",Deutsche,Männer,%,36.9029126213592,,,
2013,"Kunst, Kunstwissenschaften",Deutsche,Männer,%,2.59223300970874,,,
2013,"Fächerguppen zusammen",Deutsche,Männer,%,100,,,
2014,"Geisteswissenschaften",Deutsche,Männer,%,6.87481236865806,,,
2014,"Sport",Deutsche,Männer,%,0.970679475632943,,,
2014,"Rechts-, Wirtschafts-, Sozialwissenschaften",Deutsche,Männer,%,27.8294806364455,,,
2014,"Mathematik, Natruwissenschaften",Deutsche,Männer,%,16.361453017112,,,
2014,"Humanmedizin, Gesundheitswissenschaften",Deutsche,Männer,%,3.32232562793956,,,
2014,"Agrar-, Forst-, Ernährungswissenschaften, Veterinärmedizin",Deutsche,Männer,%,4.79335534874412,,,
2014,"Ingenieurwissenschaften",Deutsche,Männer,%,37.4161913339338,,,
2014,"Kunst, Kunstwissenschaften",Deutsche,Männer,%,2.43170219153407,,,
2014,"Fächerguppen zusammen",Deutsche,Männer,%,100,,,
2015,"Geisteswissenschaften",Deutsche,Männer,%,6.21522210695086,,,
2015,"Sport",Deutsche,Männer,%,1.32038102423842,,,
2015,"Rechts-, Wirtschafts-, Sozialwissenschaften",Deutsche,Männer,%,28.4447797793077,,,
2015,"Mathematik, Natruwissenschaften",Deutsche,Männer,%,17.5139111572197,,,
2015,"Humanmedizin, Gesundheitswissenschaften",Deutsche,Männer,%,2.92370083938508,,,
2015,"Agrar-, Forst-, Ernährungswissenschaften, Veterinärmedizin",Deutsche,Männer,%,5.41356219937753,,,
2015,"Ingenieurwissenschaften",Deutsche,Männer,%,35.4899556729228,,,
2015,"Kunst, Kunstwissenschaften",Deutsche,Männer,%,2.67848722059794,,,
2015,"Fächerguppen zusammen",Deutsche,Männer,%,100,,,
2016,"Geisteswissenschaften",Deutsche,Männer,%,5.56146629267821,,,
2016,"Sport",Deutsche,Männer,%,1.4218009478673,,,
2016,"Rechts-, Wirtschafts-, Sozialwissenschaften",Deutsche,Männer,%,31.1538833542896,,,
2016,"Mathematik, Natruwissenschaften",Deutsche,Männer,%,9.13047683528388,,,
2016,"Humanmedizin, Gesundheitswissenschaften",Deutsche,Männer,%,3.1144211238998,,,
2016,"Agrar-, Forst-, Ernährungswissenschaften, Veterinärmedizin",Deutsche,Männer,%,5.42605667859561,,,
2016,"Ingenieurwissenschaften",Deutsche,Männer,%,41.599767869233,,,
2016,"Kunst, Kunstwissenschaften",Deutsche,Männer,%,2.59212689815263,,,
2016,"Fächerguppen zusammen",Deutsche,Männer,%,100,,,
2017,"Geisteswissenschaften",Deutsche,Männer,%,5.32823079187518,,,
2017,"Sport",Deutsche,Männer,%,1.29526052399176,,,
2017,"Rechts-, Wirtschafts-, Sozialwissenschaften",Deutsche,Männer,%,32.6268275929742,,,
2017,"Mathematik, Natruwissenschaften",Deutsche,Männer,%,9.00794818957904,,,
2017,"Humanmedizin, Gesundheitswissenschaften",Deutsche,Männer,%,3.15965067216171,,,
2017,"Agrar-, Forst-, Ernährungswissenschaften, Veterinärmedizin",Deutsche,Männer,%,5.65204592287312,,,
2017,"Ingenieurwissenschaften",Deutsche,Männer,%,40.1138259248356,,,
2017,"Kunst, Kunstwissenschaften",Deutsche,Männer,%,2.81621038170935,,,
2017,"Fächerguppen zusammen",Deutsche,Männer,%,100,,,
2018,"Geisteswissenschaften",Deutsche,Männer,%,5.23629489603025,,,
2018,"Sport",Deutsche,Männer,%,1.23818525519849,,,
2018,"Rechts-, Wirtschafts-, Sozialwissenschaften",Deutsche,Männer,%,32.4102079395085,,,
2018,"Mathematik, Natruwissenschaften",Deutsche,Männer,%,9.62192816635161,,,
2018,"Humanmedizin, Gesundheitswissenschaften",Deutsche,Männer,%,3.30812854442344,,,
2018,"Agrar-, Forst-, Ernährungswissenschaften, Veterinärmedizin",Deutsche,Männer,%,5.84120982986767,,,
2018,"Ingenieurwissenschaften",Deutsche,Männer,%,39.8960302457467,,,
2018,"Kunst, Kunstwissenschaften",Deutsche,Männer,%,2.44801512287335,,,
2018,"Fächerguppen zusammen",Deutsche,Männer,%,100,,,
2019,"Geisteswissenschaften",Deutsche,Männer,%,5.59433872047432,,,
2019,"Sport",Deutsche,Männer,%,1.12843071626662,,,
2019,"Rechts-, Wirtschafts-, Sozialwissenschaften",Deutsche,Männer,%,32.5332313282968,,,
2019,"Mathematik, Natruwissenschaften",Deutsche,Männer,%,9.43865353351822,,,
2019,"Humanmedizin, Gesundheitswissenschaften",Deutsche,Männer,%,3.22272162188008,,,
2019,"Agrar-, Forst-, Ernährungswissenschaften, Veterinärmedizin",Deutsche,Männer,%,5.63259060916133,,,
2019,"Ingenieurwissenschaften",Deutsche,Männer,%,39.6576455962513,,,
2019,"Kunst, Kunstwissenschaften",Deutsche,Männer,%,2.79238787415129,,,
2019,"Fächerguppen zusammen",Deutsche,Männer,%,100,,,
2020,"Geisteswissenschaften",Deutsche,Männer,%,5.52815454171804,,,
2020,"Sport",Deutsche,Männer,%,1.24332100287711,,,
2020,"Rechts-, Wirtschafts-, Sozialwissenschaften",Deutsche,Männer,%,33.3230579531443,,,
2020,"Mathematik, Natruwissenschaften",Deutsche,Männer,%,9.41224825318537,,,
2020,"Humanmedizin, Gesundheitswissenschaften",Deutsche,Männer,%,3.27784628031237,,,
2020,"Agrar-, Forst-, Ernährungswissenschaften, Veterinärmedizin",Deutsche,Männer,%,5.66173448417591,,,
2020,"Ingenieurwissenschaften",Deutsche,Männer,%,38.7279079325935,,,
2020,"Kunst, Kunstwissenschaften",Deutsche,Männer,%,2.82572955199342,,,
2020,"Fächerguppen zusammen",Deutsche,Männer,%,100,,,
2021,"Geisteswissenschaften",Deutsche,Männer,%,2.07639171068671,,,
2021,"Sport",Deutsche,Männer,%,0.455099553027225,,,
2021,"Rechts-, Wirtschafts-, Sozialwissenschaften",Deutsche,Männer,%,14.3356359203576,,,
2021,"Mathematik, Natruwissenschaften",Deutsche,Männer,%,3.66517675741569,,,
2021,"Humanmedizin, Gesundheitswissenschaften",Deutsche,Männer,%,1.43843965867534,,,
2021,"Agrar-, Forst-, Ernährungswissenschaften, Veterinärmedizin",Deutsche,Männer,%,2.21861032100772,,,
2021,"Ingenieurwissenschaften",Deutsche,Männer,%,16.3510767980496,,,
2021,"Kunst, Kunstwissenschaften",Deutsche,Männer,%,0.950832994717594,,,
2021,"Fächerguppen zusammen",Deutsche,Männer,%,100,,,
2022,"Geisteswissenschaften",Deutsche,Männer,%,2.25070736517191,,,
2022,"Sport",Deutsche,Männer,%,0.445854411386436,,,
2022,"Rechts-, Wirtschafts-, Sozialwissenschaften",Deutsche,Männer,%,13.9543856640658,,,
2022,"Mathematik, Natruwissenschaften",Deutsche,Männer,%,3.65686358569836,,,
2022,"Humanmedizin, Gesundheitswissenschaften",Deutsche,Männer,%,1.60336105633199,,,
2022,"Agrar-, Forst-, Ernährungswissenschaften, Veterinärmedizin",Deutsche,Männer,%,2.24213324187602,,,
2022,"Ingenieurwissenschaften",Deutsche,Männer,%,16.0207493783761,,,
2022,"Kunst, Kunstwissenschaften",Deutsche,Männer,%,1.12321015176198,,,
2022,"Fächerguppen zusammen",Deutsche,Männer,%,100,,,
2023,"Geisteswissenschaften",Deutsche,Männer,%,5.47412835887186,,,
2023,"Sport",Deutsche,Männer,%,1.22140795025539,,,
2023,"Rechts-, Wirtschafts-, Sozialwissenschaften",Deutsche,Männer,%,32.4006218076838,,,
2023,"Mathematik, Naturwissenschaften",Deutsche,Männer,%,9.51587830335332,,,
2023,"Humanmedizin, Gesundheitswissenschaften",Deutsche,Männer,%,3.69753497668221,,,
2023,"Agrar-, Forst-, Ernährungswissenschaften, Veterinärmedizin",Deutsche,Männer,%,5.68509882300688,,,
2023,"Ingenieurwissenschaften",Deutsche,Männer,%,39.5514101709971,,,
2023,"Kunst, Kunstwissenschaften",Deutsche,Männer,%,2.45391960914946,,,
2023,"Fächerguppen zusammen",Deutsche,Männer,%,100,,,
2024,"Geisteswissenschaften",Deutsche,Männer,%,5.56890150687923,,,
2024,"Sport",Deutsche,Männer,%,1.34308801048264,,,
2024,"Rechts-, Wirtschafts-, Sozialwissenschaften",Deutsche,Männer,%,33.7628303122953,,,
2024,"Mathematik, Naturwissenschaften",Deutsche,Männer,%,9.18322777899105,,,
2024,"Humanmedizin, Gesundheitswissenschaften",Deutsche,Männer,%,3.95282812841232,,,
2024,"Agrar-, Forst-, Ernährungswissenschaften, Veterinärmedizin",Deutsche,Männer,%,5.86372570430225,,,
2024,"Ingenieurwissenschaften",Deutsche,Männer,%,37.7811749290238,,,
2024,"Kunst, Kunstwissenschaften",Deutsche,Männer,%,2.54422362961345,,,
2024,"Fächerguppen zusammen",Deutsche,Männer,%,100,,,
2013,"Geisteswissenschaften",Deutsche,Frauen,%,25.2855793180452,,,
2013,"Sport",Deutsche,Frauen,%,1.27115004723868,,,
2013,"Rechts-, Wirtschafts-, Sozialwissenschaften",Deutsche,Frauen,%,35.8412780211286,,,
2013,"Mathematik, Natruwissenschaften",Deutsche,Frauen,%,10.1520226745684,,,
2013,"Humanmedizin, Gesundheitswissenschaften",Deutsche,Frauen,%,7.12015803487074,,,
2013,"Agrar-, Forst-, Ernährungswissenschaften, Veterinärmedizin",Deutsche,Frauen,%,5.14472215064846,,,
2013,"Ingenieurwissenschaften",Deutsche,Frauen,%,9.1986601391394,,,
2013,"Kunst, Kunstwissenschaften",Deutsche,Frauen,%,5.98642961436056,,,
2013,"Fächerguppen zusammen",Deutsche,Frauen,%,100,,,
2014,"Geisteswissenschaften",Deutsche,Frauen,%,23.7223016440315,,,
2014,"Sport",Deutsche,Frauen,%,1.38491779842745,,,
2014,"Rechts-, Wirtschafts-, Sozialwissenschaften",Deutsche,Frauen,%,35.1233023588277,,,
2014,"Mathematik, Natruwissenschaften",Deutsche,Frauen,%,12.723373838456,,,
2014,"Humanmedizin, Gesundheitswissenschaften",Deutsche,Frauen,%,7.72873481057899,,,
2014,"Agrar-, Forst-, Ernährungswissenschaften, Veterinärmedizin",Deutsche,Frauen,%,5.08398856325947,,,
2014,"Ingenieurwissenschaften",Deutsche,Frauen,%,8.67583988563259,,,
2014,"Kunst, Kunstwissenschaften",Deutsche,Frauen,%,5.55754110078628,,,
2014,"Fächerguppen zusammen",Deutsche,Frauen,%,100,,,
2015,"Geisteswissenschaften",Deutsche,Frauen,%,23.0756087142247,,,
2015,"Sport",Deutsche,Frauen,%,1.21315677061085,,,
2015,"Rechts-, Wirtschafts-, Sozialwissenschaften",Deutsche,Frauen,%,36.8218709953012,,,
2015,"Mathematik, Natruwissenschaften",Deutsche,Frauen,%,11.6787697565143,,,
2015,"Humanmedizin, Gesundheitswissenschaften",Deutsche,Frauen,%,7.7402819307988,,,
2015,"Agrar-, Forst-, Ernährungswissenschaften, Veterinärmedizin",Deutsche,Frauen,%,5.27125160187954,,,
2015,"Ingenieurwissenschaften",Deutsche,Frauen,%,8.76548483554037,,,
2015,"Kunst, Kunstwissenschaften",Deutsche,Frauen,%,5.43357539513029,,,
2015,"Fächerguppen zusammen",Deutsche,Frauen,%,100,,,
2016,"Geisteswissenschaften",Deutsche,Frauen,%,15.4115736387725,,,
2016,"Sport",Deutsche,Frauen,%,0.982989999145226,,,
2016,"Rechts-, Wirtschafts-, Sozialwissenschaften",Deutsche,Frauen,%,45.6107359603385,,,
2016,"Mathematik, Natruwissenschaften",Deutsche,Frauen,%,9.9923070347893,,,
2016,"Humanmedizin, Gesundheitswissenschaften",Deutsche,Frauen,%,8.18018634071288,,,
2016,"Agrar-, Forst-, Ernährungswissenschaften, Veterinärmedizin",Deutsche,Frauen,%,5.2141208650312,,,
2016,"Ingenieurwissenschaften",Deutsche,Frauen,%,9.25720147021113,,,
2016,"Kunst, Kunstwissenschaften",Deutsche,Frauen,%,5.35088469099923,,,
2016,"Fächerguppen zusammen",Deutsche,Frauen,%,100,,,
2017,"Geisteswissenschaften",Deutsche,Frauen,%,14.9772821148286,,,
2017,"Sport",Deutsche,Frauen,%,0.950020652622883,,,
2017,"Rechts-, Wirtschafts-, Sozialwissenschaften",Deutsche,Frauen,%,46.7327550598926,,,
2017,"Mathematik, Natruwissenschaften",Deutsche,Frauen,%,9.69847170590665,,,
2017,"Humanmedizin, Gesundheitswissenschaften",Deutsche,Frauen,%,8.12061131763734,,,
2017,"Agrar-, Forst-, Ernährungswissenschaften, Veterinärmedizin",Deutsche,Frauen,%,5.28707145807518,,,
2017,"Ingenieurwissenschaften",Deutsche,Frauen,%,9.31020239570426,,,
2017,"Kunst, Kunstwissenschaften",Deutsche,Frauen,%,4.92358529533251,,,
2017,"Fächerguppen zusammen",Deutsche,Frauen,%,100,,,
2018,"Geisteswissenschaften",Deutsche,Frauen,%,15.0543836519446,,,
2018,"Sport",Deutsche,Frauen,%,1.02175346077785,,,
2018,"Rechts-, Wirtschafts-, Sozialwissenschaften",Deutsche,Frauen,%,47.313777191826,,,
2018,"Mathematik, Natruwissenschaften",Deutsche,Frauen,%,9.97857613711272,,,
2018,"Humanmedizin, Gesundheitswissenschaften",Deutsche,Frauen,%,8.03394858272907,,,
2018,"Agrar-, Forst-, Ernährungswissenschaften, Veterinärmedizin",Deutsche,Frauen,%,5.10876730388925,,,
2018,"Ingenieurwissenschaften",Deutsche,Frauen,%,9.0062623599209,,,
2018,"Kunst, Kunstwissenschaften",Deutsche,Frauen,%,4.4825313117996,,,
2018,"Fächerguppen zusammen",Deutsche,Frauen,%,100,,,
2019,"Geisteswissenschaften",Deutsche,Frauen,%,14.3204263991221,,,
2019,"Sport",Deutsche,Frauen,%,0.95626273710613,,,
2019,"Rechts-, Wirtschafts-, Sozialwissenschaften",Deutsche,Frauen,%,46.8255212415739,,,
2019,"Mathematik, Natruwissenschaften",Deutsche,Frauen,%,10.1661702461201,,,
2019,"Humanmedizin, Gesundheitswissenschaften",Deutsche,Frauen,%,8.05768929299263,,,
2019,"Agrar-, Forst-, Ernährungswissenschaften, Veterinärmedizin",Deutsche,Frauen,%,5.58865025866123,,,
2019,"Ingenieurwissenschaften",Deutsche,Frauen,%,9.4607305220254,,,
2019,"Kunst, Kunstwissenschaften",Deutsche,Frauen,%,4.6245493023985,,,
2019,"Fächerguppen zusammen",Deutsche,Frauen,%,100,,,
2020,"Geisteswissenschaften",Deutsche,Frauen,%,14.3923583239685,,,
2020,"Sport",Deutsche,Frauen,%,0.931128592069353,,,
2020,"Rechts-, Wirtschafts-, Sozialwissenschaften",Deutsche,Frauen,%,45.9463798362498,,,
2020,"Mathematik, Natruwissenschaften",Deutsche,Frauen,%,10.1139829828223,,,
2020,"Humanmedizin, Gesundheitswissenschaften",Deutsche,Frauen,%,7.82629635575534,,,
2020,"Agrar-, Forst-, Ernährungswissenschaften, Veterinärmedizin",Deutsche,Frauen,%,6.78279017498796,,,
2020,"Ingenieurwissenschaften",Deutsche,Frauen,%,9.56814898057473,,,
2020,"Kunst, Kunstwissenschaften",Deutsche,Frauen,%,4.438914753572,,,
2020,"Fächerguppen zusammen",Deutsche,Frauen,%,100,,,
2021,"Geisteswissenschaften",Deutsche,Frauen,%,7.338480292564,,,
2021,"Sport",Deutsche,Frauen,%,0.528240552620886,,,
2021,"Rechts-, Wirtschafts-, Sozialwissenschaften",Deutsche,Frauen,%,24.7135310849248,,,
2021,"Mathematik, Natruwissenschaften",Deutsche,Frauen,%,5.16456724908574,,,
2021,"Humanmedizin, Gesundheitswissenschaften",Deutsche,Frauen,%,4.68915075172694,,,
2021,"Agrar-, Forst-, Ernährungswissenschaften, Veterinärmedizin",Deutsche,Frauen,%,2.76716781796018,,,
2021,"Ingenieurwissenschaften",Deutsche,Frauen,%,5.56684274685087,,,
2021,"Kunst, Kunstwissenschaften",Deutsche,Frauen,%,2.27143437626981,,,
2021,"Fächerguppen zusammen",Deutsche,Frauen,%,100,,,
2022,"Geisteswissenschaften",Deutsche,Frauen,%,7.62239561004887,,,
2022,"Sport",Deutsche,Frauen,%,0.445854411386436,,,
2022,"Rechts-, Wirtschafts-, Sozialwissenschaften",Deutsche,Frauen,%,24.7406327702992,,,
2022,"Mathematik, Natruwissenschaften",Deutsche,Frauen,%,5.2645117036783,,,
2022,"Humanmedizin, Gesundheitswissenschaften",Deutsche,Frauen,%,4.37280288090543,,,
2022,"Agrar-, Forst-, Ernährungswissenschaften, Veterinärmedizin",Deutsche,Frauen,%,2.63225585183915,,,
2022,"Ingenieurwissenschaften",Deutsche,Frauen,%,5.11446454600017,,,
2022,"Kunst, Kunstwissenschaften",Deutsche,Frauen,%,2.44791220097745,,,
2022,"Fächerguppen zusammen",Deutsche,Frauen,%,100,,,
2023,"Geisteswissenschaften",Deutsche,Frauen,%,13.5387811634349,,,
2023,"Sport",Deutsche,Frauen,%,0.900277008310249,,,
2023,"Rechts-, Wirtschafts-, Sozialwissenschaften",Deutsche,Frauen,%,45.8795013850416,,,
2023,"Mathematik, Naturwissenschaften",Deutsche,Frauen,%,10.5869113573407,,,
2023,"Humanmedizin, Gesundheitswissenschaften",Deutsche,Frauen,%,9.38365650969529,,,
2023,"Agrar-, Forst-, Ernährungswissenschaften, Veterinärmedizin",Deutsche,Frauen,%,5.13331024930748,,,
2023,"Ingenieurwissenschaften",Deutsche,Frauen,%,9.81648199445983,,,
2023,"Kunst, Kunstwissenschaften",Deutsche,Frauen,%,4.76108033240997,,,
2023,"Fächerguppen zusammen",Deutsche,Frauen,%,100,,,
2024,"Geisteswissenschaften",Deutsche,Frauen,%,13.6103400416378,,,
2024,"Sport",Deutsche,Frauen,%,0.832755031228314,,,
2024,"Rechts-, Wirtschafts-, Sozialwissenschaften",Deutsche,Frauen,%,45.6280360860514,,,
2024,"Mathematik, Naturwissenschaften",Deutsche,Frauen,%,10.3573907009022,,,
2024,"Humanmedizin, Gesundheitswissenschaften",Deutsche,Frauen,%,9.99306037473976,,,
2024,"Agrar-, Forst-, Ernährungswissenschaften, Veterinärmedizin",Deutsche,Frauen,%,5.62109646079112,,,
2024,"Ingenieurwissenschaften",Deutsche,Frauen,%,9.45523941707148,,,
2024,"Kunst, Kunstwissenschaften",Deutsche,Frauen,%,4.50208188757807,,,
2024,"Fächerguppen zusammen",Deutsche,Frauen,%,100,,,
2013,"Geisteswissenschaften",Ausländerinnen und Ausländer,Insgesamt,%,11.2687813021703,,,
2013,"Sport",Ausländerinnen und Ausländer,Insgesamt,%,0.250417362270451,,,
2013,"Rechts-, Wirtschafts-, Sozialwissenschaften",Ausländerinnen und Ausländer,Insgesamt,%,24.7078464106845,,,
2013,"Mathematik, Natruwissenschaften",Ausländerinnen und Ausländer,Insgesamt,%,10.5175292153589,,,
2013,"Humanmedizin, Gesundheitswissenschaften",Ausländerinnen und Ausländer,Insgesamt,%,5.09181969949917,,,
2013,"Agrar-, Forst-, Ernährungswissenschaften, Veterinärmedizin",Ausländerinnen und Ausländer,Insgesamt,%,2.75459098497496,,,
2013,"Ingenieurwissenschaften",Ausländerinnen und Ausländer,Insgesamt,%,36.3939899833055,,,
2013,"Kunst, Kunstwissenschaften",Ausländerinnen und Ausländer,Insgesamt,%,9.01502504173623,,,
2013,"Fächerguppen zusammen",Ausländerinnen und Ausländer,Insgesamt,%,100,,,
2014,"Geisteswissenschaften",Ausländerinnen und Ausländer,Insgesamt,%,8.92514395393474,,,
2014,"Sport",Ausländerinnen und Ausländer,Insgesamt,%,0.383877159309021,,,
2014,"Rechts-, Wirtschafts-, Sozialwissenschaften",Ausländerinnen und Ausländer,Insgesamt,%,25.7197696737044,,,
2014,"Mathematik, Natruwissenschaften",Ausländerinnen und Ausländer,Insgesamt,%,12.6679462571977,,,
2014,"Humanmedizin, Gesundheitswissenschaften",Ausländerinnen und Ausländer,Insgesamt,%,5.85412667946257,,,
2014,"Agrar-, Forst-, Ernährungswissenschaften, Veterinärmedizin",Ausländerinnen und Ausländer,Insgesamt,%,1.43953934740883,,,
2014,"Ingenieurwissenschaften",Ausländerinnen und Ausländer,Insgesamt,%,36.9481765834933,,,
2014,"Kunst, Kunstwissenschaften",Ausländerinnen und Ausländer,Insgesamt,%,8.06142034548944,,,
2014,"Fächerguppen zusammen",Ausländerinnen und Ausländer,Insgesamt,%,100,,,
2015,"Geisteswissenschaften",Ausländerinnen und Ausländer,Insgesamt,%,9.73025048169557,,,
2015,"Sport",Ausländerinnen und Ausländer,Insgesamt,%,0.192678227360308,,,
2015,"Rechts-, Wirtschafts-, Sozialwissenschaften",Ausländerinnen und Ausländer,Insgesamt,%,23.7957610789981,,,
2015,"Mathematik, Natruwissenschaften",Ausländerinnen und Ausländer,Insgesamt,%,11.3680154142582,,,
2015,"Humanmedizin, Gesundheitswissenschaften",Ausländerinnen und Ausländer,Insgesamt,%,4.91329479768786,,,
2015,"Agrar-, Forst-, Ernährungswissenschaften, Veterinärmedizin",Ausländerinnen und Ausländer,Insgesamt,%,2.02312138728324,,,
2015,"Ingenieurwissenschaften",Ausländerinnen und Ausländer,Insgesamt,%,37.0905587668593,,,
2015,"Kunst, Kunstwissenschaften",Ausländerinnen und Ausländer,Insgesamt,%,10.8863198458574,,,
2015,"Fächerguppen zusammen",Ausländerinnen und Ausländer,Insgesamt,%,100,,,
2016,"Geisteswissenschaften",Ausländerinnen und Ausländer,Insgesamt,%,7.93950850661626,,,
2016,"Sport",Ausländerinnen und Ausländer,Insgesamt,%,0.283553875236295,,,
2016,"Rechts-, Wirtschafts-, Sozialwissenschaften",Ausländerinnen und Ausländer,Insgesamt,%,27.1266540642722,,,
2016,"Mathematik, Natruwissenschaften",Ausländerinnen und Ausländer,Insgesamt,%,7.93950850661626,,,
2016,"Humanmedizin, Gesundheitswissenschaften",Ausländerinnen und Ausländer,Insgesamt,%,4.72589792060491,,,
2016,"Agrar-, Forst-, Ernährungswissenschaften, Veterinärmedizin",Ausländerinnen und Ausländer,Insgesamt,%,2.26843100189036,,,
2016,"Ingenieurwissenschaften",Ausländerinnen und Ausländer,Insgesamt,%,42.4385633270321,,,
2016,"Kunst, Kunstwissenschaften",Ausländerinnen und Ausländer,Insgesamt,%,7.27788279773157,,,
2016,"Fächerguppen zusammen",Ausländerinnen und Ausländer,Insgesamt,%,100,,,
2017,"Geisteswissenschaften",Ausländerinnen und Ausländer,Insgesamt,%,7.76119402985075,,,
2017,"Sport",Ausländerinnen und Ausländer,Insgesamt,%,0.199004975124378,,,
2017,"Rechts-, Wirtschafts-, Sozialwissenschaften",Ausländerinnen und Ausländer,Insgesamt,%,25.3731343283582,,,
2017,"Mathematik, Natruwissenschaften",Ausländerinnen und Ausländer,Insgesamt,%,7.56218905472637,,,
2017,"Humanmedizin, Gesundheitswissenschaften",Ausländerinnen und Ausländer,Insgesamt,%,4.47761194029851,,,
2017,"Agrar-, Forst-, Ernährungswissenschaften, Veterinärmedizin",Ausländerinnen und Ausländer,Insgesamt,%,2.98507462686567,,,
2017,"Ingenieurwissenschaften",Ausländerinnen und Ausländer,Insgesamt,%,43.0845771144279,,,
2017,"Kunst, Kunstwissenschaften",Ausländerinnen und Ausländer,Insgesamt,%,8.55721393034826,,,
2017,"Fächerguppen zusammen",Ausländerinnen und Ausländer,Insgesamt,%,100,,,
2018,"Geisteswissenschaften",Ausländerinnen und Ausländer,Insgesamt,%,8.50860420650096,,,
2018,"Sport",Ausländerinnen und Ausländer,Insgesamt,%,0,,,
2018,"Rechts-, Wirtschafts-, Sozialwissenschaften",Ausländerinnen und Ausländer,Insgesamt,%,28.2982791586998,,,
2018,"Mathematik, Natruwissenschaften",Ausländerinnen und Ausländer,Insgesamt,%,7.36137667304015,,,
2018,"Humanmedizin, Gesundheitswissenschaften",Ausländerinnen und Ausländer,Insgesamt,%,5.44933078393882,,,
2018,"Agrar-, Forst-, Ernährungswissenschaften, Veterinärmedizin",Ausländerinnen und Ausländer,Insgesamt,%,2.29445506692161,,,
2018,"Ingenieurwissenschaften",Ausländerinnen und Ausländer,Insgesamt,%,42.5430210325048,,,
2018,"Kunst, Kunstwissenschaften",Ausländerinnen und Ausländer,Insgesamt,%,5.54493307839388,,,
2018,"Fächerguppen zusammen",Ausländerinnen und Ausländer,Insgesamt,%,100,,,
2019,"Geisteswissenschaften",Ausländerinnen und Ausländer,Insgesamt,%,7.51091703056769,,,
2019,"Sport",Ausländerinnen und Ausländer,Insgesamt,%,0.524017467248908,,,
2019,"Rechts-, Wirtschafts-, Sozialwissenschaften",Ausländerinnen und Ausländer,Insgesamt,%,24.9781659388646,,,
2019,"Mathematik, Natruwissenschaften",Ausländerinnen und Ausländer,Insgesamt,%,7.4235807860262,,,
2019,"Humanmedizin, Gesundheitswissenschaften",Ausländerinnen und Ausländer,Insgesamt,%,4.89082969432314,,,
2019,"Agrar-, Forst-, Ernährungswissenschaften, Veterinärmedizin",Ausländerinnen und Ausländer,Insgesamt,%,2.62008733624454,,,
2019,"Ingenieurwissenschaften",Ausländerinnen und Ausländer,Insgesamt,%,45.4148471615721,,,
2019,"Kunst, Kunstwissenschaften",Ausländerinnen und Ausländer,Insgesamt,%,6.63755458515284,,,
2019,"Fächerguppen zusammen",Ausländerinnen und Ausländer,Insgesamt,%,100,,,
2020,"Geisteswissenschaften",Ausländerinnen und Ausländer,Insgesamt,%,6.47482014388489,,,
2020,"Sport",Ausländerinnen und Ausländer,Insgesamt,%,0.399680255795364,,,
2020,"Rechts-, Wirtschafts-, Sozialwissenschaften",Ausländerinnen und Ausländer,Insgesamt,%,22.2222222222222,,,
